voyage_id,fixture_display_order,port_id,port_name,activity_type,display_order
B366A5BAD96F234CFB2FDD2B1FDF930E,1,1974.0,"Liverpool, U.K.",D,4
B366A5BAD96F234CFB2FDD2B1FDF930E,1,1888.0,Lae,L,5
215CD18F42853B4467F68D337F2818B3,1,334.0,Batuampar - Batam,L,0
215CD18F42853B4467F68D337F2818B3,1,3360.0,Singapore,L,1
215CD18F42853B4467F68D337F2818B3,1,2354.0,New Orleans,D,2
215CD18F42853B4467F68D337F2818B3,1,2622.0,Pasir Gudang,L,3
215CD18F42853B4467F68D337F2818B3,1,2613.0,Paranagua,D,4
4691DC7C2D72947D7807CFA6A17F9723,1,650.0,Cayo Arcas,L,0
4691DC7C2D72947D7807CFA6A17F9723,1,830.0,Daesan,D,1
814A361E6F64082102A4E4457BCE0990,1,2620.0,Pascagoula,L,0
814A361E6F64082102A4E4457BCE0990,1,235.0,Bahia Las Minas,D,1
587EC36B6B0EDEB82B9A867E89E3945E,1,2620.0,Pascagoula,L,0
587EC36B6B0EDEB82B9A867E89E3945E,1,3182.0,"San Jose, Guatemala",D,1
587EC36B6B0EDEB82B9A867E89E3945E,1,3560.0,Taboguilla Island,D,2
587EC36B6B0EDEB82B9A867E89E3945E,1,22.0,Acajutla,D,3
34AB7571603DD7E5CD555D77EBB783D8,1,3245.0,Sarroch,L,0
34AB7571603DD7E5CD555D77EBB783D8,1,3679.0,Thamesport,D,1
9F520A46D4942076E6F77A3235FB8B62,1,4141.0,St. Charles,L,0
9F520A46D4942076E6F77A3235FB8B62,1,590.0,Campana,D,1
9F520A46D4942076E6F77A3235FB8B62,1,883.0,Delta Zone (Tsa),D,2
71580E995ABA6CFDB123EA5C7ABE5C31,1,2386.0,Norco,L,0
71580E995ABA6CFDB123EA5C7ABE5C31,1,3679.0,Thamesport,D,1
36A4E7BBC07F80761D4F66A3284D195F,1,355.0,Beaumont,L,0
36A4E7BBC07F80761D4F66A3284D195F,1,3722.0,Tokuyama,D,1
36A4E7BBC07F80761D4F66A3284D195F,1,3812.0,Ulsan,D,2
36A4E7BBC07F80761D4F66A3284D195F,1,355.0,Beaumont,L,3
36A4E7BBC07F80761D4F66A3284D195F,1,2976.0,Pyeongtaek,D,4
2297083F1EC5A7847224908339D16457,1,1785.0,Klaipeda,L,0
2297083F1EC5A7847224908339D16457,1,3183.0,"San Juan, Puerto Rico (U.S.A.)",D,1
2297083F1EC5A7847224908339D16457,1,2587.0,Paldiski South Harbour,D,2
2297083F1EC5A7847224908339D16457,1,3829.0,Ust Luga,L,3
2297083F1EC5A7847224908339D16457,1,2587.0,Paldiski South Harbour,D,4
589FA7F1B5E45250F90544A30E81724C,1,2500.0,Offshore Malta No.1 TSA,L,0
589FA7F1B5E45250F90544A30E81724C,1,3626.0,Tanjung Pelepas,D,1
589FA7F1B5E45250F90544A30E81724C,1,3360.0,Singapore,D,2
589FA7F1B5E45250F90544A30E81724C,1,4328.0,Kalamata OPL,L,3
CA2245058B2A5EC26FF133DA70DC6E33,1,3812.0,Ulsan,L,0
CA2245058B2A5EC26FF133DA70DC6E33,1,4163.0,Lubuk Guang,L,1
CA2245058B2A5EC26FF133DA70DC6E33,1,400.0,Bilbao,D,2
CA2245058B2A5EC26FF133DA70DC6E33,1,1505.0,Huelva,D,3
CA2245058B2A5EC26FF133DA70DC6E33,1,309.0,"Barcelona, Spain",D,4
CA2245058B2A5EC26FF133DA70DC6E33,1,1863.0,La Coruna,D,5
CA2245058B2A5EC26FF133DA70DC6E33,1,400.0,Bilbao,D,6
C4405B217F01BDB31244C86314B459A9,1,113.0,Amsterdam,L,0
C4405B217F01BDB31244C86314B459A9,1,2890.0,Providence,D,1
8CE7F8C895388C23967E15F3635DBAD8,1,582.0,Callao,D,0
8CE7F8C895388C23967E15F3635DBAD8,1,796.0,Corpus Christi,L,1
A2D45F2F8E07A0E4D584C40A9F063A73,1,3031.0,Ras Tanura,L,0
A2D45F2F8E07A0E4D584C40A9F063A73,1,975.0,Durban,D,1
144E60DD0F7EAE18343F1B3048C43600,1,1488.0,Houston,L,0
144E60DD0F7EAE18343F1B3048C43600,1,2585.0,Pajaritos,D,1
144E60DD0F7EAE18343F1B3048C43600,1,3600.0,Tampico,D,2
144E60DD0F7EAE18343F1B3048C43600,1,2886.0,Progreso,D,3
E1C7499496D8D8B3B290A3599E1FE2AD,1,1133.0,Forcados Terminal,L,0
E1C7499496D8D8B3B290A3599E1FE2AD,1,975.0,Durban,D,1
2C2FAF0531939CCCF455FE6892094B88,1,113.0,Amsterdam,L,0
2C2FAF0531939CCCF455FE6892094B88,1,2585.0,Pajaritos,D,1
2C2FAF0531939CCCF455FE6892094B88,1,2886.0,Progreso,D,2
6EAD201794202713C9A8C48FD7648442,1,1895.0,Lake Charles,L,0
6EAD201794202713C9A8C48FD7648442,1,3182.0,"San Jose, Guatemala",D,1
6EAD201794202713C9A8C48FD7648442,1,791.0,Corinto,D,2
6EAD201794202713C9A8C48FD7648442,1,3185.0,"San Lorenzo, Honduras",D,3
6EAD201794202713C9A8C48FD7648442,1,22.0,Acajutla,D,4
778319AADA94E94E0ECAA23DD64380AD,1,1785.0,Klaipeda,L,0
778319AADA94E94E0ECAA23DD64380AD,1,3626.0,Tanjung Pelepas,D,1
778319AADA94E94E0ECAA23DD64380AD,1,3113.0,Rotterdam,L,2
63E20B13FC206771CCE1EFE1C69F791A,1,1488.0,Houston,L,0
63E20B13FC206771CCE1EFE1C69F791A,1,3454.0,"St Croix (HOVIC, Limetree Bay)",D,1
63E20B13FC206771CCE1EFE1C69F791A,1,2328.0,Nassau,D,2
31FB8EB60A97A28B5691F6DFD277E663,1,3281.0,Seme Terminal,L,0
31FB8EB60A97A28B5691F6DFD277E663,1,3698.0,Tianjin Gang - Crude Oil Terminal,D,1
B6FC1EB1415A5977E8A0539EA6EDCE2C,1,5077.0,Anyala-Madu Terminal,L,0
B6FC1EB1415A5977E8A0539EA6EDCE2C,1,2665.0,Philadelphia,D,1
B6FC1EB1415A5977E8A0539EA6EDCE2C,1,5017.0,Front Puffin (Offshore Terminal),L,2
85755803907BC4DC3AF4A358CC255FB2,1,2620.0,Pascagoula,L,0
85755803907BC4DC3AF4A358CC255FB2,1,235.0,Bahia Las Minas,D,1
A32D72FE477DF8D77EF06D6E783ECDCD,1,1218.0,Gela,D,0
A32D72FE477DF8D77EF06D6E783ECDCD,1,1892.0,Lahad Datu,L,1
A32D72FE477DF8D77EF06D6E783ECDCD,1,4163.0,Lubuk Guang,L,2
A32D72FE477DF8D77EF06D6E783ECDCD,1,2601.0,Panjang,L,3
A32D72FE477DF8D77EF06D6E783ECDCD,1,4110.0,Gresik,L,4
A32D72FE477DF8D77EF06D6E783ECDCD,1,369.0,Belawan,L,5
A32D72FE477DF8D77EF06D6E783ECDCD,1,561.0,Cadiz Bay,D,6
A32D72FE477DF8D77EF06D6E783ECDCD,1,204.0,"Augusta, (Sicily), Italy",D,7
D68C5D97C4393EA91097461A1D43E1D3,1,4124.0,Taman,L,0
D68C5D97C4393EA91097461A1D43E1D3,1,3113.0,Rotterdam,D,1
357FADABD94E699811A9C695CDF177DA,1,3184.0,"San Lorenzo, Argentina",L,0
357FADABD94E699811A9C695CDF177DA,1,1362.0,Haldia,D,1
357FADABD94E699811A9C695CDF177DA,1,712.0,Chittagong,D,2
357FADABD94E699811A9C695CDF177DA,1,2613.0,Paranagua,L,3
F48EE7F56B8D58444254678CE3DC047E,1,796.0,Corpus Christi,L,0
F48EE7F56B8D58444254678CE3DC047E,1,2465.0,Offshore Corpus Christi No.1 (Tsa),D,1
ECEAA6601C9BB195CB5FC2E985516427,1,1785.0,Klaipeda,L,0
ECEAA6601C9BB195CB5FC2E985516427,1,1164.0,"Freeport, (Grand Bahama Is.), Bahamas",D,1
ECEAA6601C9BB195CB5FC2E985516427,1,1866.0,"La Libertad, Ecuador",D,2
ECEAA6601C9BB195CB5FC2E985516427,1,1049.0,Esmeraldas,D,3
067E05FA0E2E12828B67FF18DC808404,1,2742.0,"Port Arthur, Texas, U.S.A.",L,0
067E05FA0E2E12828B67FF18DC808404,1,2241.0,Montreal,D,1
067E05FA0E2E12828B67FF18DC808404,1,2990.0,Quebec,D,2
2DA0080E56ACACE72C0FC03F4C81C08F,1,1739.0,Khor al Zubair,L,0
2DA0080E56ACACE72C0FC03F4C81C08F,1,457.0,Borco Oil Terminal (Piner Point) - Freeport,D,1
F055BACF33073FC6CC15232B25B46BCA,1,301.0,Barbers Point,D,0
F055BACF33073FC6CC15232B25B46BCA,1,4633.0,Offshore La Paloma No.1,L,1
F055BACF33073FC6CC15232B25B46BCA,1,4091.0,Caleta Cordova,L,2
2A935489EDD65A2397A78585B5A224E2,1,2620.0,Pascagoula,L,0
2A935489EDD65A2397A78585B5A224E2,1,235.0,Bahia Las Minas,D,1
69C872A93C4830560C178BBA1E55E0B5,1,1926.0,Le Havre,L,0
69C872A93C4830560C178BBA1E55E0B5,1,2356.0,"New York, NY",D,1
69C872A93C4830560C178BBA1E55E0B5,1,2665.0,Philadelphia,D,2
025EBBC212B51C5F6E2A6DB564F76ADD,1,1488.0,Houston,L,0
025EBBC212B51C5F6E2A6DB564F76ADD,1,2465.0,Offshore Corpus Christi No.1 (Tsa),D,1
9CD23C74ED7F91E0FAD7AF79A1FE3914,1,1488.0,Houston,L,0
9CD23C74ED7F91E0FAD7AF79A1FE3914,1,3454.0,"St Croix (HOVIC, Limetree Bay)",D,1
9CD23C74ED7F91E0FAD7AF79A1FE3914,1,3467.0,"St John's, (Antigua), Antigua and Barbuda",D,2
3F9829611FAEC74FC148A97C5E7E3561,1,1194.0,Galveston,L,0
3F9829611FAEC74FC148A97C5E7E3561,1,1586.0,Itaqui,D,1
3F9829611FAEC74FC148A97C5E7E3561,1,370.0,Belem,D,2
358F13F970441AF33B6CDB099A158614,1,5066.0,Offshore Lome (TSA),D,0
358F13F970441AF33B6CDB099A158614,1,3353.0,Sikka,L,1
648ECB14EDECDB958EA876F662B33282,1,2585.0,Pajaritos,D,0
648ECB14EDECDB958EA876F662B33282,1,2742.0,"Port Arthur, Texas, U.S.A.",L,1
648ECB14EDECDB958EA876F662B33282,1,3871.0,Veracruz,D,2
82A8B6D2BA0A6C4ADEE84AAB4986F757,1,3353.0,Sikka,L,0
82A8B6D2BA0A6C4ADEE84AAB4986F757,1,3113.0,Rotterdam,D,1
3970004E515530B67F9495550D9E5BF7,1,3031.0,Ras Tanura,L,0
3970004E515530B67F9495550D9E5BF7,1,975.0,Durban,D,1
BC2EF80A27F72AE9B665093EDCE70FF5,1,1488.0,Houston,L,0
BC2EF80A27F72AE9B665093EDCE70FF5,1,3796.0,Tuxpan,D,1
C0D2F176552C341938CE651959FE6A10,1,1528.0,Ilha de Sao Sebastiao,L,0
C0D2F176552C341938CE651959FE6A10,1,3358.0,Sines,D,1
7F483D719DC863C8DC089899DE6A7E1F,1,4163.0,Lubuk Guang,L,0
7F483D719DC863C8DC089899DE6A7E1F,1,3113.0,Rotterdam,D,1
7F483D719DC863C8DC089899DE6A7E1F,1,1922.0,Lavera,D,2
7F483D719DC863C8DC089899DE6A7E1F,1,1505.0,Huelva,D,3
E32C4D4222EBA846E1AFAF8B7AC310A6,1,1048.0,Escravos,L,0
E32C4D4222EBA846E1AFAF8B7AC310A6,1,1117.0,Finnart,D,1
01158DCAB12113D289E89F4A6878E75E,1,3182.0,"San Jose, Guatemala",L,0
01158DCAB12113D289E89F4A6878E75E,1,3499.0,"Stockton, California, U.S.A.",D,1
01158DCAB12113D289E89F4A6878E75E,1,3264.0,Seattle,D,2
01158DCAB12113D289E89F4A6878E75E,1,22.0,Acajutla,L,3
18B375888FF2BE72F844C4DB1326AB90,1,2585.0,Pajaritos,D,0
18B375888FF2BE72F844C4DB1326AB90,1,1488.0,Houston,L,1
18B375888FF2BE72F844C4DB1326AB90,2,1488.0,Houston,L,0
18B375888FF2BE72F844C4DB1326AB90,2,2585.0,Pajaritos,D,1
A66F67F06D94BEA5058FED632768864C,1,1739.0,Khor al Zubair,L,0
A66F67F06D94BEA5058FED632768864C,1,457.0,Borco Oil Terminal (Piner Point) - Freeport,D,1
A66F67F06D94BEA5058FED632768864C,1,2742.0,"Port Arthur, Texas, U.S.A.",D,2
A66F67F06D94BEA5058FED632768864C,1,3673.0,Texas City,D,3
21E91AE7D74174F2887609A00F808C27,1,472.0,Botas (Ceyhan) Oil Terminal,L,0
1A54006E575C75BB6A1A5708B2EA530D,1,2474.0,Offshore Escravos No.6 (TA),L,0
1A54006E575C75BB6A1A5708B2EA530D,1,1211.0,Gdansk,D,1
21CECF09AD78B8764C22CF54569ECFCD,1,1488.0,Houston,L,0
21CECF09AD78B8764C22CF54569ECFCD,1,2230.0,Mongstad,D,1
557623A3C8FB83E63A9F9AA8ECA1C027,1,171.0,Arzew,L,0
557623A3C8FB83E63A9F9AA8ECA1C027,1,1142.0,Fos,D,1
CF651AF344F7A0E9D68D6536EE6B307B,1,1641.0,Jubail,L,0
CF651AF344F7A0E9D68D6536EE6B307B,1,2814.0,Port Sohar,D,1
06DA7B821CA85F3231938535E44AA635,1,355.0,Beaumont,L,0
06DA7B821CA85F3231938535E44AA635,1,3796.0,Tuxpan,D,1
06DA7B821CA85F3231938535E44AA635,1,2742.0,"Port Arthur, Texas, U.S.A.",L,2
06DA7B821CA85F3231938535E44AA635,1,729.0,Ciudad Madero,D,3
E7FB52F6DA6506089FAFDFEC65EE9E58,1,140.0,Antwerp,L,0
E7FB52F6DA6506089FAFDFEC65EE9E58,1,837.0,Dakar,D,1
FF1FF7ACC58B53368764536AD9CD2912,1,4767.0,Tarahan Terminal,L,0
FF1FF7ACC58B53368764536AD9CD2912,1,2804.0,Port Qasim,D,1
FF1FF7ACC58B53368764536AD9CD2912,1,2622.0,Pasir Gudang,D,2
740CFAB83F65204DCCF27ED2542512CF,1,2814.0,Port Sohar,L,0
740CFAB83F65204DCCF27ED2542512CF,1,2787.0,Port Louis,D,1
D644037813A450A37FBE18D9ADA359B9,1,1488.0,Houston,L,0
D644037813A450A37FBE18D9ADA359B9,1,3673.0,Texas City,L,1
D644037813A450A37FBE18D9ADA359B9,1,3069.0,Rio de Janeiro,D,2
0FDB2BF260E37A8B9D6DDB0CC318DF83,1,3454.0,"St Croix (HOVIC, Limetree Bay)",D,0
0FDB2BF260E37A8B9D6DDB0CC318DF83,1,3245.0,Sarroch,L,1
5236AE6116FD7BFF85ED6DB5761248C5,1,809.0,Covenas,L,0
5236AE6116FD7BFF85ED6DB5761248C5,1,710.0,Chiriqui Grande,D,1
2F3F2E14C634FDD8996C6A55547D1AD2,1,3508.0,Sture,L,0
2F3F2E14C634FDD8996C6A55547D1AD2,1,509.0,Brofjorden,D,1
21ECFF2B28A17FAC8EA74AB59154AEB0,1,36.0,Agbami Terminal,L,0
21ECFF2B28A17FAC8EA74AB59154AEB0,1,3748.0,Tramandai,D,1
723035CD2B8D3057C3F80B1822C384C1,1,113.0,Amsterdam,L,0
723035CD2B8D3057C3F80B1822C384C1,1,1891.0,"Lagos, Nigeria",D,1
C7831BB6860EF7FDD8A2C37CA7F30F48,1,113.0,Amsterdam,L,0
C7831BB6860EF7FDD8A2C37CA7F30F48,1,3183.0,"San Juan, Puerto Rico (U.S.A.)",D,1
5F9C912D19F82815B2FC6101196A2874,1,1488.0,Houston,L,0
5F9C912D19F82815B2FC6101196A2874,1,3796.0,Tuxpan,D,1
EB2550F715183E26D05A83D232DF84BD,1,796.0,Corpus Christi,L,0
EB2550F715183E26D05A83D232DF84BD,1,3881.0,Vila do Conde,D,1
6F358CD5E6CAE5DEC6402CBBB20F2EF9,1,2260.0,Muara Port,L,0
6F358CD5E6CAE5DEC6402CBBB20F2EF9,1,3759.0,Trincomalee,D,1
6F358CD5E6CAE5DEC6402CBBB20F2EF9,1,4564.0,Tanjung Bin,D,2
A2803931848147315DB257A5F3F4F07F,1,1473.0,Honiara,L,0
A2803931848147315DB257A5F3F4F07F,1,4628.0,Oro Bay,L,1
A2803931848147315DB257A5F3F4F07F,1,4678.0,Bialla,L,2
A2803931848147315DB257A5F3F4F07F,1,4629.0,Kimbe,L,3
A2803931848147315DB257A5F3F4F07F,1,2622.0,Pasir Gudang,L,4
A2803931848147315DB257A5F3F4F07F,1,3113.0,Rotterdam,D,5
A2803931848147315DB257A5F3F4F07F,1,1974.0,"Liverpool, U.K.",D,6
56233368B703A2A5DC8F8B11A6BA0283,1,2047.0,Madre de Deus,L,0
56233368B703A2A5DC8F8B11A6BA0283,1,3163.0,Salvador,L,1
56233368B703A2A5DC8F8B11A6BA0283,1,3626.0,Tanjung Pelepas,D,2
56233368B703A2A5DC8F8B11A6BA0283,1,3360.0,Singapore,D,3
5BD7D66754CD0D2A64DDA709ACA1C052,1,3003.0,Rabigh,L,0
5BD7D66754CD0D2A64DDA709ACA1C052,1,674.0,Charleston,D,1
5BD7D66754CD0D2A64DDA709ACA1C052,1,140.0,Antwerp,D,2
557C01F1721216B67C3F30CAAC37C7CD,1,4125.0,Malongo Terminal (using Cabinda),L,0
557C01F1721216B67C3F30CAAC37C7CD,1,179.0,Ashkelon,D,1
0DE071B2BC3DCC968063B3C51F8AFC90,1,3398.0,Sohar Port,L,0
0DE071B2BC3DCC968063B3C51F8AFC90,1,3436.0,Southwold (TSA),D,1
0DE071B2BC3DCC968063B3C51F8AFC90,1,140.0,Antwerp,D,2
356D89D0EF2126659E475FA686F56545,1,2622.0,Pasir Gudang,L,0
356D89D0EF2126659E475FA686F56545,1,3113.0,Rotterdam,D,1
356D89D0EF2126659E475FA686F56545,1,2781.0,Port Klang - Kapar Power Station,L,2
356D89D0EF2126659E475FA686F56545,2,2782.0,Port Klang - Pelabuhan Barat - West Port,L,0
356D89D0EF2126659E475FA686F56545,2,1544.0,Immingham Oil Terminal,D,1
356D89D0EF2126659E475FA686F56545,2,3622.0,Tanjung Langsat,L,2
356D89D0EF2126659E475FA686F56545,3,2500.0,Offshore Malta No.1 TSA,D,0
356D89D0EF2126659E475FA686F56545,3,334.0,Batuampar - Batam,L,1
433D2792C02F56CB4FE13C69BB4E55B0,1,140.0,Antwerp,L,0
433D2792C02F56CB4FE13C69BB4E55B0,1,621.0,Cape Town,D,1
433D2792C02F56CB4FE13C69BB4E55B0,1,975.0,Durban,D,2
4B8D8DF767307B7F5E84A761442B695A,1,3476.0,St Rose,L,0
4B8D8DF767307B7F5E84A761442B695A,1,3113.0,Rotterdam,D,1
4B8D8DF767307B7F5E84A761442B695A,1,3679.0,Thamesport,D,2
4B8D8DF767307B7F5E84A761442B695A,1,113.0,Amsterdam,D,3
4B8D8DF767307B7F5E84A761442B695A,1,1544.0,Immingham Oil Terminal,D,4
F7919DAEC7F2911A48F3010859D55FA4,1,3027.0,Ras Laffan,L,0
F7919DAEC7F2911A48F3010859D55FA4,1,3869.0,Ventspils,D,1
56F951129BA83C40D3E9C3C7837D6063,1,2703.0,Point Fortin,L,0
56F951129BA83C40D3E9C3C7837D6063,1,34.0,AES Andres,D,1
56F951129BA83C40D3E9C3C7837D6063,1,3573.0,Taichung,D,2
56F951129BA83C40D3E9C3C7837D6063,1,3360.0,Singapore,D,3
56F951129BA83C40D3E9C3C7837D6063,1,3027.0,Ras Laffan,L,4
56F951129BA83C40D3E9C3C7837D6063,1,808.0,Cove Point - LNG,L,5
56F951129BA83C40D3E9C3C7837D6063,1,2111.0,Marmara Ereglisi,D,6
56F951129BA83C40D3E9C3C7837D6063,1,634.0,"Cartagena LNG Terminal, Spain",D,7
56F951129BA83C40D3E9C3C7837D6063,1,808.0,Cove Point - LNG,L,8
56F951129BA83C40D3E9C3C7837D6063,1,400.0,Bilbao,D,9
56F951129BA83C40D3E9C3C7837D6063,1,3573.0,Taichung,D,10
56F951129BA83C40D3E9C3C7837D6063,1,796.0,Corpus Christi,L,11
56F951129BA83C40D3E9C3C7837D6063,1,3131.0,Sabine Pass LNG Terminal,L,12
56F951129BA83C40D3E9C3C7837D6063,1,4047.0,Yung-an LNG Terminal,D,13
56F951129BA83C40D3E9C3C7837D6063,1,796.0,Corpus Christi,L,14
56F951129BA83C40D3E9C3C7837D6063,1,3573.0,Taichung,D,15
56F951129BA83C40D3E9C3C7837D6063,1,3027.0,Ras Laffan,L,16
56F951129BA83C40D3E9C3C7837D6063,1,4063.0,Zeebrugge LNG Terminal,D,17
56F951129BA83C40D3E9C3C7837D6063,1,796.0,Corpus Christi,L,18
56F951129BA83C40D3E9C3C7837D6063,1,1824.0,Krk Island,D,19
56F951129BA83C40D3E9C3C7837D6063,1,808.0,Cove Point - LNG,L,20
56F951129BA83C40D3E9C3C7837D6063,1,3136.0,Sagunto LNG Terminal,D,21
56F951129BA83C40D3E9C3C7837D6063,1,796.0,Corpus Christi,L,22
56F951129BA83C40D3E9C3C7837D6063,1,4047.0,Yung-an LNG Terminal,D,23
56F951129BA83C40D3E9C3C7837D6063,1,3131.0,Sabine Pass LNG Terminal,L,24
56F951129BA83C40D3E9C3C7837D6063,1,3573.0,Taichung,D,25
56F951129BA83C40D3E9C3C7837D6063,1,796.0,Corpus Christi,L,26
56F951129BA83C40D3E9C3C7837D6063,1,3573.0,Taichung,D,27
56F951129BA83C40D3E9C3C7837D6063,1,3131.0,Sabine Pass LNG Terminal,L,28
56F951129BA83C40D3E9C3C7837D6063,1,3573.0,Taichung,D,29
35D4F3F85C0B6D7DED40A3F8196EBDBC,1,250.0,Balboa,L,0
35D4F3F85C0B6D7DED40A3F8196EBDBC,1,796.0,Corpus Christi,L,1
35D4F3F85C0B6D7DED40A3F8196EBDBC,1,3238.0,Sao Luiz De Maranhao,D,2
CF435F5276A52C9A32B0CD5B560D873E,1,2047.0,Madre de Deus,L,0
CF435F5276A52C9A32B0CD5B560D873E,1,5066.0,Offshore Lome (TSA),D,1
28A39A562ABA6C84FB8FD11A5E45ECED,1,1049.0,Esmeraldas,L,0
28A39A562ABA6C84FB8FD11A5E45ECED,1,5139.0,Pacific Area Lightering PAL,D,1
1F0D7E5A23A8B0B1BF2B66AC9777B4A0,1,3812.0,Ulsan,L,0
1F0D7E5A23A8B0B1BF2B66AC9777B4A0,1,1488.0,Houston,D,1
1F0D7E5A23A8B0B1BF2B66AC9777B4A0,1,2055.0,Mailiao,L,2
C5282A9E1D3A895485CA1BC6B58B0475,1,2386.0,Norco,L,0
C5282A9E1D3A895485CA1BC6B58B0475,1,2585.0,Pajaritos,D,1
C5282A9E1D3A895485CA1BC6B58B0475,1,355.0,Beaumont,L,2
C5282A9E1D3A895485CA1BC6B58B0475,1,3796.0,Tuxpan,D,3
E39C1DD55D3986E84F2D6D871BC83CCF,1,4125.0,Malongo Terminal (using Cabinda),L,0
E39C1DD55D3986E84F2D6D871BC83CCF,1,3113.0,Rotterdam,D,1
435DFE2E604479E778C763564668C8C9,1,809.0,Covenas,L,0
435DFE2E604479E778C763564668C8C9,1,2062.0,Malacca,D,1
435DFE2E604479E778C763564668C8C9,1,4094.0,Puerto Bahia,L,2
435DFE2E604479E778C763564668C8C9,1,3626.0,Tanjung Pelepas,D,3
435DFE2E604479E778C763564668C8C9,1,3360.0,Singapore,D,4
435DFE2E604479E778C763564668C8C9,1,2062.0,Malacca,D,5
D7141372CF2C0D8BA304EC9D963DC7B3,1,809.0,Covenas,L,0
D7141372CF2C0D8BA304EC9D963DC7B3,1,710.0,Chiriqui Grande,D,1
01D3CBFD8F42B5DBF5911BE00EE0191B,1,2047.0,Madre de Deus,L,0
01D3CBFD8F42B5DBF5911BE00EE0191B,1,1234.0,Gibraltar,D,1
01D3CBFD8F42B5DBF5911BE00EE0191B,1,837.0,Dakar,D,2
3F0575AC8C3CE5A3E7B44EC0553347B3,1,4629.0,Kimbe,L,0
3F0575AC8C3CE5A3E7B44EC0553347B3,1,4678.0,Bialla,L,1
3F0575AC8C3CE5A3E7B44EC0553347B3,1,3113.0,Rotterdam,D,2
3F0575AC8C3CE5A3E7B44EC0553347B3,1,1974.0,"Liverpool, U.K.",D,3
3F0575AC8C3CE5A3E7B44EC0553347B3,1,1888.0,Lae,L,4
4A7AF2816744D1AAC7B6F5A5E9ED3102,1,4040.0,Yosu,L,0
4A7AF2816744D1AAC7B6F5A5E9ED3102,1,533.0,Bunbury,D,1
4A7AF2816744D1AAC7B6F5A5E9ED3102,1,1859.0,Kwinana Alcoa Jetty,D,1
4A7AF2816744D1AAC7B6F5A5E9ED3102,1,3143.0,Sakai,L,2
BBC56777049B378B7FE6706F6432E7E2,1,2481.0,Offshore Galveston No.1 (Tsa),D,0
BBC56777049B378B7FE6706F6432E7E2,1,1488.0,Houston,L,1
6D60FC46BF87A29690DF60C06FB8EC84,1,791.0,Corinto,L,0
6D60FC46BF87A29690DF60C06FB8EC84,1,3499.0,"Stockton, California, U.S.A.",D,1
6D60FC46BF87A29690DF60C06FB8EC84,1,3264.0,Seattle,D,2
6D60FC46BF87A29690DF60C06FB8EC84,1,3182.0,"San Jose, Guatemala",L,3
6D60FC46BF87A29690DF60C06FB8EC84,1,22.0,Acajutla,L,4
F524CF611C509736304113A96DAB96A0,1,932.0,Dos Bocas,L,0
F524CF611C509736304113A96DAB96A0,1,1211.0,Gdansk,D,1
910E4888F92362185189B726C552782E,1,4163.0,Lubuk Guang,L,0
910E4888F92362185189B726C552782E,1,2622.0,Pasir Gudang,L,1
910E4888F92362185189B726C552782E,1,1505.0,Huelva,D,2
910E4888F92362185189B726C552782E,1,81.0,Algeciras,D,3
910E4888F92362185189B726C552782E,1,2781.0,Port Klang - Kapar Power Station,L,4
