voyage_id,voyage_number,vessel_id,vessel_name,module_type,start_date_utc,end_date_utc,offhire_days,is_estimate,tags,url,extracted_at
71580E995ABA6CFDB123EA5C7ABE5C31,2405,90E05BE859AE7BB2FAB373783D7C1CA8,Stena Impeccable,Spot,2024-07-28T12:00:00,2024-09-02T22:00:00,0.0,False,"IMO Pool (#160), MR IMOIIMAX, long, Scrubber, Stena Bulk A/S (#341), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=71580E995ABA6CFDB123EA5C7ABE5C31,2026-01-16T07:14:42.974680+00:00
36A4E7BBC07F80761D4F66A3284D195F,2206,A6D18D7D026A1E5C0404AFE28DC9DD3F,Wisby Pacific,Spot,2022-09-09T19:30:00,2022-11-17T01:00:00,2.125,False,"IMO Pool (#160), MR IMOIIMAX, long, Proman 2022, Stena Bulk A/S (#341), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=36A4E7BBC07F80761D4F66A3284D195F,2026-01-16T07:14:42.975259+00:00
2297083F1EC5A7847224908339D16457,2001,1B7B6B04EA2EBEECAE2F662A92648808,Green Sky,Spot,2020-01-27T05:12:00,2020-03-30T16:42:00,5.441666666666666,False,"ECO Pool (#150), Stena Bulk A/S (#341), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=2297083F1EC5A7847224908339D16457,2026-01-16T07:14:42.975757+00:00
589FA7F1B5E45250F90544A30E81724C,2104,3ADF28F89ABD7CD7E8C9966E7A8821D2,Almi Sky,Spot,2021-09-28T07:00:00,2021-11-20T06:24:00,0.0,False,"Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=589FA7F1B5E45250F90544A30E81724C,2026-01-16T07:14:42.976274+00:00
CA2245058B2A5EC26FF133DA70DC6E33,2303,B0EBA4CD47B917941B01EDFF1AF1AB12,Stena Convoy,Spot,2023-07-03T12:42:00,2023-09-15T00:00:00,0.0,False,"ECO Pool (#150), MR ECO, long, PnC SING, Scrubber, Stena Bulk A/S (#341), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=CA2245058B2A5EC26FF133DA70DC6E33,2026-01-16T07:14:42.977025+00:00
C4405B217F01BDB31244C86314B459A9,2406,510DE3910E3DED55B568B11B14930A85,Emma Grace,Spot,2024-07-14T19:00:00,2024-08-02T03:30:00,0.0,False,"ECO Pool (#150), MR ECO, long, Non Scrubber, PnC CPH, Stena Bulk A/S (#341), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=C4405B217F01BDB31244C86314B459A9,2026-01-16T07:14:42.977428+00:00
8CE7F8C895388C23967E15F3635DBAD8,2211,7A113DF27C0B5696987DFE7BEFAD1A9A,Sonangol Rangel,Spot,2022-08-22T05:01:00,2022-10-12T05:01:00,0.0,False,"Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=8CE7F8C895388C23967E15F3635DBAD8,2026-01-16T07:14:42.977762+00:00
A2D45F2F8E07A0E4D584C40A9F063A73,2004,EF2AC32A9F4AC4AA5CEBFC183AFDE4C1,Densa Whale,Spot,2020-09-10T13:00:00,2020-10-19T04:48:00,0.0,False,"Stena Sonangol Suezmax Pool (#3424), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=A2D45F2F8E07A0E4D584C40A9F063A73,2026-01-16T07:14:42.978150+00:00
144E60DD0F7EAE18343F1B3048C43600,2301,B9DACABA610C5417B92548AC8CA2C9CA,Maersk Cayman,Spot,2023-01-28T00:24:00,2023-02-28T20:00:00,0.0,False,"ECO Pool (#150), MR ECO, long, Non Scrubber, PMI CVC/COA 2022-23, Stena Bulk A/S (#341), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=144E60DD0F7EAE18343F1B3048C43600,2026-01-16T07:14:42.978497+00:00
E1C7499496D8D8B3B290A3599E1FE2AD,2201,357FAC00D6C84A4895D309EB1BAA9AC8,Sonangol Huila,Spot,2021-12-15T02:30:00,2022-02-05T16:00:00,0.0,False,"Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=E1C7499496D8D8B3B290A3599E1FE2AD,2026-01-16T07:14:42.978859+00:00
2C2FAF0531939CCCF455FE6892094B88,2202,6EAD2017942027132EF7C97F4A2429C5,Celsius Portsmouth,Spot,2022-06-12T12:30:00,2022-08-01T01:00:00,0.3958333333333333,False,"ECO Pool (#150), MR ECO, long, Non Scrubber, Stena Bulk A/S (#341), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=2C2FAF0531939CCCF455FE6892094B88,2026-01-16T07:14:42.979249+00:00
6EAD201794202713C9A8C48FD7648442,2402,8A3ABC80315DD6A26B6091103C6B82E5,Kalk Bay,Spot,2024-04-28T18:42:00,2024-05-27T07:48:00,0.0,False,"ECO Pool (#150), MR ECO, long, Non Scrubber, Stena Bulk A/S (#341), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=6EAD201794202713C9A8C48FD7648442,2026-01-16T07:14:42.979813+00:00
778319AADA94E94E0ECAA23DD64380AD,2108,E2322AC6FFAD3FE780075F8DE33C37CA,Sonangol Namibe,Spot,2021-12-20T21:00:00,2022-02-26T05:36:00,7.879166666666666,False,"Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=778319AADA94E94E0ECAA23DD64380AD,2026-01-16T07:14:42.980274+00:00
63E20B13FC206771CCE1EFE1C69F791A,2206,2E19AF9FFD33F79317EAA4FCCA02B02B,Stena Imperator,Spot,2022-12-19T14:00:00,2023-01-16T20:00:00,0.0,False,"IMO Pool (#160), MR IMOIIMAX, long, Scrubber, Stena Bulk A/S (#341), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=63E20B13FC206771CCE1EFE1C69F791A,2026-01-16T07:14:42.980710+00:00
31FB8EB60A97A28B5691F6DFD277E663,2402,4C1F84CB89772676D69B62CA0DC6869C,Aura M,Spot,2024-07-12T05:42:00,2024-10-02T19:23:00,0.0,False,"Scrubber, Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=31FB8EB60A97A28B5691F6DFD277E663,2026-01-16T07:14:42.981127+00:00
B6FC1EB1415A5977E8A0539EA6EDCE2C,2201,760B3B52AAAFEF0E239DC4DE06165A84,Almi Galaxy,Spot,2022-06-10T15:00:00,2022-08-05T03:42:00,0.0,False,"Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=B6FC1EB1415A5977E8A0539EA6EDCE2C,2026-01-16T07:14:42.981555+00:00
85755803907BC4DC3AF4A358CC255FB2,2216,09937CC14196235E4F9899AFCEFF5323,Stena Performance,Spot,2022-09-03T23:30:00,2022-09-18T13:00:00,0.0,False,"P-Max, Clean, PMAX (#800), Stena Bulk AB (#303), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=85755803907BC4DC3AF4A358CC255FB2,2026-01-16T07:14:42.981844+00:00
A32D72FE477DF8D77EF06D6E783ECDCD,2405,BDB4814CFED1CD3F8AE2A41A6A974D39,Stena Image,Spot,2024-05-31T13:00:00,2024-09-16T16:00:00,0.0,False,"IMO Pool (#160), MR IMOIIMAX, long, Stena Bulk A/S (#341), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=A32D72FE477DF8D77EF06D6E783ECDCD,2026-01-16T07:14:42.982476+00:00
D68C5D97C4393EA91097461A1D43E1D3,1911,9A8D84E2E2879DB424608D9A505BD492,Stena Penguin,Spot,2019-10-16T15:00:00,2019-12-07T15:30:00,0.0,False,"Ola Andersson, P-Max, Dirty, Stena Penguin (#3209), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=D68C5D97C4393EA91097461A1D43E1D3,2026-01-16T07:14:42.982943+00:00
357FADABD94E699811A9C695CDF177DA,2208,1B496294F883F48AE84634E49A4615F5,Nord Vanguard,Spot,2022-11-03T23:12:00,2023-01-18T13:30:00,0.0,False,"ECO Pool (#150), MR ECO, long, Scrubber, Stena Bulk A/S (#341), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=357FADABD94E699811A9C695CDF177DA,2026-01-16T07:14:42.983403+00:00
F48EE7F56B8D58444254678CE3DC047E,2206,4F9EDC019D5E64B0F0E71E9198AE9430,Sonangol Porto Amboim,TC Voyage,2022-12-03T08:00:00,2023-01-26T23:06:00,0.0,False,"Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=F48EE7F56B8D58444254678CE3DC047E,2026-01-16T07:14:42.983772+00:00
ECEAA6601C9BB195CB5FC2E985516427,2106,9861D70191809EAF6FE6CDA80F92ADD9,Stena Impero,Spot,2021-10-27T19:12:00,2022-01-07T22:30:00,0.0,False,"IMO Pool (#160), MR IMOIIMAX, long, PnC CPH, Scrubber, Stena Bulk A/S (#341), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=ECEAA6601C9BB195CB5FC2E985516427,2026-01-16T07:14:42.984511+00:00
067E05FA0E2E12828B67FF18DC808404,2305,F25578268AE09CC62BF210B7D75F4C0E,Stena Imperative,Spot,2023-07-04T04:30:00,2023-08-11T08:00:00,4.833333333333333,False,"IMO Pool (#160), MR IMOIIMAX, long, Scrubber, Stena Bulk A/S (#341), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=067E05FA0E2E12828B67FF18DC808404,2026-01-16T07:14:42.985097+00:00
2DA0080E56ACACE72C0FC03F4C81C08F,2206,6B083824E4C5CAA5E2C424279A04B47D,Crude Levante,Spot,2022-10-01T03:30:00,2022-12-09T22:00:00,0.0,False,"Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=2DA0080E56ACACE72C0FC03F4C81C08F,2026-01-16T07:14:42.985659+00:00
F055BACF33073FC6CC15232B25B46BCA,2303,7A113DF27C0B5696987DFE7BEFAD1A9A,Sonangol Rangel,Spot,2023-06-08T02:12:00,2023-08-05T22:00:00,0.0,False,"Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=F055BACF33073FC6CC15232B25B46BCA,2026-01-16T07:14:42.986112+00:00
2A935489EDD65A2397A78585B5A224E2,2212,09937CC14196235E4F9899AFCEFF5323,Stena Performance,Spot,2022-07-02T10:30:00,2022-07-20T06:30:00,0.0,False,"P-Max, Clean, PMAX (#800), Stena Bulk AB (#303), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=2A935489EDD65A2397A78585B5A224E2,2026-01-16T07:14:42.986458+00:00
69C872A93C4830560C178BBA1E55E0B5,2304,B0EBA4CD47B917941B01EDFF1AF1AB12,Stena Convoy,Spot,2023-09-15T00:00:00,2023-10-17T00:42:00,0.0,False,"ECO Pool (#150), MR ECO, long, PnC CPH, Scrubber, Stena Bulk A/S (#341), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=69C872A93C4830560C178BBA1E55E0B5,2026-01-16T07:14:42.986879+00:00
025EBBC212B51C5F6E2A6DB564F76ADD,2306,C3225CE13CB37B146C55B6B5EB3105E2,Stena Suede,Spot,2023-10-07T06:30:00,2023-10-20T11:30:00,0.4618055555555556,False,"Scrubber, Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=025EBBC212B51C5F6E2A6DB564F76ADD,2026-01-16T07:14:42.987208+00:00
9CD23C74ED7F91E0FAD7AF79A1FE3914,2404,8A3ABC80315DD6A26B6091103C6B82E5,Kalk Bay,Spot,2024-07-09T16:42:00,2024-08-16T14:30:00,0.0,False,"ECO Pool (#150), MR ECO, long, Non Scrubber, Stena Bulk A/S (#341), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=9CD23C74ED7F91E0FAD7AF79A1FE3914,2026-01-16T07:14:42.987568+00:00
3F9829611FAEC74FC148A97C5E7E3561,2406,79BF00C65A08B8357A9AB961967A7657,Dee4 Nerium,Spot,2024-08-13T06:18:00,2024-09-10T13:19:00,0.0,False,"MR ECO, short, Non Scrubber, PnC CPH, Short Pool (#170), Stena Bulk A/S (#341), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=3F9829611FAEC74FC148A97C5E7E3561,2026-01-16T07:14:42.987944+00:00
358F13F970441AF33B6CDB099A158614,2405,CA529762759A6BA456D7066822DF4539,Safeen Elizabeth,TC Voyage,2024-07-31T01:00:00,2024-10-28T18:00:00,0.8375,False,"Non Scrubber, Suezmax, Stena Sonangol Suezmax Pool LP (#3435)",https://vm.q88.com/VM/Voyage/Voyages?voyageid=358F13F970441AF33B6CDB099A158614,2026-01-16T07:14:42.988411+00:00
648ECB14EDECDB958EA876F662B33282,2303,78E05CA8C326FF09B62FDFB496879559,Elka Elefsis,Spot,2023-08-26T20:00:00,2023-09-21T17:30:00,0.1736111111111111,False,"MR ECO, short, Non Scrubber, PMI CVC/COA 2022-23, PnC CPH, Short Pool (#170), Stena Bulk A/S (#341), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=648ECB14EDECDB958EA876F662B33282,2026-01-16T07:14:42.988792+00:00
82A8B6D2BA0A6C4ADEE84AAB4986F757,2403,B1FB3C8A79375979F734E114C0763401,Sonangol Cazenga,TC Voyage,2024-09-05T03:36:00,2024-10-14T16:00:00,0.0,False,"Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=82A8B6D2BA0A6C4ADEE84AAB4986F757,2026-01-16T07:14:42.989090+00:00
3970004E515530B67F9495550D9E5BF7,2103,7A113DF27C0B5696987DFE7BEFAD1A9A,Sonangol Rangel,Spot,2021-09-17T08:00:00,2021-11-05T10:00:00,0.0,False,"Suezmax, Stena Sonangol Suezmax Pool (#3424), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=3970004E515530B67F9495550D9E5BF7,2026-01-16T07:14:42.989527+00:00
BC2EF80A27F72AE9B665093EDCE70FF5,2309,9ADD42678DB78F25AAB34AD9A2D13F8B,Dee4 Juniper,Spot,2023-11-24T12:30:00,2023-12-09T19:30:00,0.0,False,"ECO Pool (#150), MR ECO, long, Non Scrubber, PMI CVC/COA 2023-24, PnC CPH, Stena Bulk A/S (#341), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=BC2EF80A27F72AE9B665093EDCE70FF5,2026-01-16T07:14:42.989830+00:00
C0D2F176552C341938CE651959FE6A10,2208,F8340B946323D646B154CCE36027A79A,Crude Zephyrus,Spot,2022-11-10T04:00:00,2023-01-08T04:30:00,0.0,False,"Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=C0D2F176552C341938CE651959FE6A10,2026-01-16T07:14:42.990177+00:00
7F483D719DC863C8DC089899DE6A7E1F,2007,9861D70191809EAF6FE6CDA80F92ADD9,Stena Impero,TC Voyage,2020-12-15T17:00:00,2021-03-22T11:30:00,0.0,False,"IMO Pool (#160), MR IMOIIMAX, long, PnC SING, Scrubber, Stena Bulk A/S (#341), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=7F483D719DC863C8DC089899DE6A7E1F,2026-01-16T07:14:42.990754+00:00
E32C4D4222EBA846E1AFAF8B7AC310A6,2104,7A113DF27C0B5696987DFE7BEFAD1A9A,Sonangol Rangel,Spot,2021-11-05T10:00:00,2022-01-02T11:01:00,0.0,False,"Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=E32C4D4222EBA846E1AFAF8B7AC310A6,2026-01-16T07:14:42.991128+00:00
01158DCAB12113D289E89F4A6878E75E,2001,62DB21A0AFDDC17127F0C7AF55B6A280,Largo Sea,Spot,2020-07-04T05:01:00,2020-08-09T01:30:00,0.0,False,"ECO Pool (#150), MR ECO, long, Stena Bulk A/S (#341), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=01158DCAB12113D289E89F4A6878E75E,2026-01-16T07:14:42.991564+00:00
18B375888FF2BE72F844C4DB1326AB90,2203,636511D67199FE7F9738BE7EF3AA9BBD,Largo Evolution,Spot,2022-04-13T17:00:00,2022-04-27T04:09:00,0.0,True,,https://vm.q88.com/VM/Voyage/Voyages?voyageid=18B375888FF2BE72F844C4DB1326AB90,2026-01-16T07:14:42.991886+00:00
A66F67F06D94BEA5058FED632768864C,2301,79C6E5401AABD69ECE663DB439C951F5,Sonangol Maiombe,Spot,2023-02-03T03:18:00,2023-04-19T13:00:00,0.6041666666666666,False,"Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=A66F67F06D94BEA5058FED632768864C,2026-01-16T07:14:42.992431+00:00
21E91AE7D74174F2887609A00F808C27,2402,CA529762759A6BA456D7066822DF4539,Safeen Elizabeth,Spot,2024-03-20T21:00:00,2024-05-01T15:00:00,0.0,False,"Non Scrubber, Suezmax, Stena Sonangol Suezmax Pool LP (#3435)",https://vm.q88.com/VM/Voyage/Voyages?voyageid=21E91AE7D74174F2887609A00F808C27,2026-01-16T07:14:42.992784+00:00
1A54006E575C75BB6A1A5708B2EA530D,2102,04FAD0AC5448D11EA189B6DB4E99CA79,Afroditi,Spot,2021-03-05T05:00:00,2021-05-23T23:48:00,41.1875,False,"Suezmax, Stena Sonangol Suezmax Pool (#3424), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=1A54006E575C75BB6A1A5708B2EA530D,2026-01-16T07:14:42.993206+00:00
21CECF09AD78B8764C22CF54569ECFCD,2103,E2322AC6FFAD3FE780075F8DE33C37CA,Sonangol Namibe,Spot,2021-05-18T19:18:00,2021-06-13T13:24:00,0.0,False,"Suezmax, Stena Sonangol Suezmax Pool (#3424), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=21CECF09AD78B8764C22CF54569ECFCD,2026-01-16T07:14:42.993495+00:00
557623A3C8FB83E63A9F9AA8ECA1C027,2201,64B0B891F38867E25D21FCBAB912B0C7,Stena Supreme,Spot,2022-01-26T22:00:00,2022-02-11T14:00:00,0.0,False,"Suezmax, Stena Sonangol Suezmax Pool LP (#3435), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=557623A3C8FB83E63A9F9AA8ECA1C027,2026-01-16T07:14:42.993781+00:00
CF651AF344F7A0E9D68D6536EE6B307B,2309,9861D70191809EAF6FE6CDA80F92ADD9,Stena Impero,Spot,2023-12-27T11:00:00,2024-01-25T14:30:00,0.0,False,"IMO Pool (#160), MR IMOIIMAX, long, PnC DUB, Scrubber, Stena Bulk A/S (#341), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=CF651AF344F7A0E9D68D6536EE6B307B,2026-01-16T07:14:42.994350+00:00
06DA7B821CA85F3231938535E44AA635,2404,55F46367E993D35D711B70218E27A939,Lady Amanda,Spot,2024-05-03T01:00:00,2024-06-14T03:00:00,0.0,False,"ECO Pool (#150), MR ECO, long, Non Scrubber, PMI CVC/COA 2023-24, Stena Bulk A/S (#341), Not Sanctioned",https://vm.q88.com/VM/Voyage/Voyages?voyageid=06DA7B821CA85F3231938535E44AA635,2026-01-16T07:14:42.995057+00:00
E7FB52F6DA6506089FAFDFEC65EE9E58,2201,22DFDE403F148EF5A72BF5B05F422E57,Zandolie,Spot,2022-05-01T04:00:00,2022-05-17T12:00:00,0.0,False,"MR ECO, short, Short Pool (#170), Stena Bulk A/S (#341), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=E7FB52F6DA6506089FAFDFEC65EE9E58,2026-01-16T07:14:42.995421+00:00
FF1FF7ACC58B53368764536AD9CD2912,2006,90E05BE859AE7BB2FAB373783D7C1CA8,Stena Impeccable,Spot,2020-11-29T07:12:00,2021-01-07T13:54:00,0.0,False,"IMO Pool (#160), MR IMOIIMAX, long, PnC SING, Stena Bulk A/S (#341), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=FF1FF7ACC58B53368764536AD9CD2912,2026-01-16T07:14:42.995831+00:00
740CFAB83F65204DCCF27ED2542512CF,2201,B9DACABA610C5417B92548AC8CA2C9CA,Maersk Cayman,Spot,2022-01-21T06:00:00,2022-02-26T08:12:00,0.0,False,"ECO Pool (#150), MR ECO, long, Non Scrubber, PnC DUB, Stena Bulk A/S (#341), Not Sanctioned, Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=740CFAB83F65204DCCF27ED2542512CF,2026-01-16T07:14:42.996223+00:00
D644037813A450A37FBE18D9ADA359B9,2206,209D06702B1690A482F4FC9834526205,Stena Provence,Spot,2022-11-23T23:00:00,2022-12-31T16:12:00,0.0,False,"P-Max, Clean, PMAX (#800), Stena Bulk AB (#303), Comm: Yes",https://vm.q88.com/VM/Voyage/Voyages?voyageid=D644037813A450A37FBE18D9ADA359B9,2026-01-16T07:14:42.996617+00:00
