voyage_id,fixture_display_order,fixture_number,cp_date,cp_quantity,demurrage,laycan_start,laycan_end,laytime,fixture_remark
356D89D0EF2126659E475FA686F56545,3,09/ Sep,2022-09-21T00:00:00,5000.0,,,,75.0,
433D2792C02F56CB4FE13C69BB4E55B0,1,,2023-10-05T00:00:00,37000.0,37000.0,2023-10-07T00:00:00,2023-10-10T00:00:00,84.0,
4B8D8DF767307B7F5E84A761442B695A,1,,2021-10-21T00:00:00,40000.0,19500.0,2022-01-01T00:00:00,2022-01-10T00:00:00,254.0,
F7919DAEC7F2911A48F3010859D55FA4,1,,2023-11-13T00:00:00,35000.0,32000.0,2023-11-25T00:00:00,,84.0,
56F951129BA83C40D3E9C3C7837D6063,1,,2021-03-22T00:00:00,,,,,,
35D4F3F85C0B6D7DED40A3F8196EBDBC,1,,2023-12-29T00:00:00,,,2024-01-03T00:01:00,2024-12-04T16:00:00,,
CF435F5276A52C9A32B0CD5B560D873E,1,,2022-01-18T00:00:00,130000.0,23000.0,2022-02-07T00:01:00,2022-02-07T23:59:00,72.0,"Laycan is 5-7 tbn1. Load on top to apply, no tank prep required. Any heat/maintain for c/a."
28A39A562ABA6C84FB8FD11A5E45ECED,1,2306,2023-08-29T00:00:00,130000.0,52500.0,2023-09-29T00:00:00,2023-09-30T16:00:00,84.0,
1F0D7E5A23A8B0B1BF2B66AC9777B4A0,1,06/ Jun,2023-06-16T00:00:00,35000.0,33500.0,2023-06-25T00:00:00,2023-06-26T16:00:00,84.0,
C5282A9E1D3A895485CA1BC6B58B0475,1,24CVC#1 voy 4,2024-03-11T00:00:00,38000.0,47000.0,2024-03-10T00:00:00,2024-03-12T16:00:00,84.0,
E39C1DD55D3986E84F2D6D871BC83CCF,1,,2021-07-09T00:00:00,130000.0,22000.0,2021-07-20T06:00:00,2021-07-20T15:00:00,84.0,"Laycan is 19-20 tbn1. Pay attention to the speed during the voyage. ""About"" means we shall go at 11.5 knots should this lower expenses, liaise with the captain. AWRP for c/a. "
435DFE2E604479E778C763564668C8C9,1,,2023-02-14T00:00:00,130000.0,60000.0,2023-03-07T00:01:00,2023-03-08T23:59:00,96.0,
D7141372CF2C0D8BA304EC9D963DC7B3,1,2203,2022-05-12T00:00:00,145000.0,30000.0,2022-05-23T00:00:00,2022-05-24T16:00:00,84.0,
01D3CBFD8F42B5DBF5911BE00EE0191B,1,,2022-01-13T00:00:00,130000.0,23000.0,2022-01-31T00:00:00,2022-01-31T23:59:00,72.0,"Laycan is 29-31 jan tbn1. Load on top to apply, no tank prep required. Any heat/maintain for c/a. We might agree a few more options/combinations. "
3F0575AC8C3CE5A3E7B44EC0553347B3,1,01/ Jan - COA 10TH,2022-01-01T00:00:00,41000.0,19500.0,2022-10-01T20:22:00,2022-10-20T20:22:00,351.0,
4A7AF2816744D1AAC7B6F5A5E9ED3102,1,10/ Oct - COA ,2020-10-15T00:00:00,38300.0,19000.0,,,69.0,
BBC56777049B378B7FE6706F6432E7E2,1,,2023-02-28T00:00:00,,,2023-03-08T00:01:00,2023-03-08T23:59:00,,
6D60FC46BF87A29690DF60C06FB8EC84,1,,2020-12-21T00:00:00,26000.0,18000.0,,,400.0,
F524CF611C509736304113A96DAB96A0,1,2306,2023-07-06T00:00:00,145000.0,50000.0,2023-07-18T00:01:00,,84.0,
910E4888F92362185189B726C552782E,1,,2024-07-19T00:00:00,,,2024-08-06T00:00:00,2024-08-20T16:00:00,0.0,
D2CC04D946AA838650FC80B4E824EF49,1,1908,2019-10-30T00:00:00,140000.0,60000.0,2019-11-17T00:00:00,2019-11-18T23:59:00,84.0,
AE215FFF2FEFA4C3913D31C6263DCC0B,1,,2021-07-05T00:00:00,130000.0,23000.0,2021-07-19T00:01:00,,72.0,"CP speed abt 12.5, Proceed at lower range of 'about', i.e. 12 knots. Guards split 50/50, AWRP for c/a"
77D85186867F6B9FB418E60ABDBC436B,1,CVC#4 Q3 Voy 1,2023-07-31T00:00:00,38000.0,42500.0,2023-08-02T00:00:00,2023-08-04T00:00:00,84.0,
8CC2E0735B0FCF43EE6950F91B622AAA,1,,2022-06-03T00:00:00,10000.0,31000.0,2022-06-07T00:01:00,2022-06-08T23:59:00,81.0,
8CC2E0735B0FCF43EE6950F91B622AAA,2,,2022-06-10T00:00:00,16178.0,28000.0,2022-06-10T00:01:00,2022-06-15T23:59:00,108.0,
4D1C227FE90D284B6737767B4D9FC0BB,1,1902,2019-06-20T00:00:00,37000.0,19750.0,2019-06-27T00:00:00,2019-06-27T00:00:00,84.0,
886F5CAF52B7B7BE3030DE8AC4CE2D78,1,,2021-08-16T00:00:00,35000.0,18500.0,2021-08-19T00:01:00,2021-08-19T23:59:00,84.0,
EBC3BE82A903DA460C0E2A9A5B7F6A01,1,,2021-08-16T00:00:00,30800.0,18250.0,2021-09-10T00:00:00,2021-09-20T16:00:00,291.0,
895F74F35FCF145AFC2C36DE12D1A217,1,2303,2023-06-14T00:00:00,130000.0,55000.0,2023-07-04T00:01:00,2023-07-04T01:00:00,84.0,
9B28A064F065566F29B0695C0044C5EA,1,,2021-09-29T00:00:00,37000.0,17500.0,2021-10-04T00:00:00,2021-10-05T00:00:00,84.0,
8C3605698F49A5F431A634FFD393EA73,1,P66 USG/CBS 15 Feb,2022-02-10T00:00:00,38000.0,19500.0,2022-02-15T00:00:00,2022-02-15T16:00:00,84.0,
1C65AFEAA270402421447F3224619890,1,2103,2021-06-11T00:00:00,37000.0,18000.0,2021-06-21T00:00:00,2021-06-21T23:59:00,84.0,
1B2E19635061ABF9D6E834EBF8D3C3EE,1,SOL USG/CBS 10-12 Sep,2023-09-07T00:00:00,38000.0,43000.0,2023-09-10T00:00:00,2023-09-12T16:00:00,84.0,
06458016393A992D298F3E1E097A00F2,1,2107,2021-11-16T00:00:00,130000.0,29000.0,2021-12-06T00:01:00,2021-12-07T00:00:00,120.0,"B) LAYCAN: 5-7 DECEMBER 2021 (0001-2359) TBN 1 DAY CHOPT  
"
235B33558EDF08D53F1EAEDF7102020D,1,2207,2022-06-07T00:00:00,145000.0,35000.0,,,84.0,SECOND VOYAGE IN DIRECT CONTINUATION
8C570F49B108A6746379D16CEFC5729D,1,,2023-03-31T00:00:00,,,2023-04-13T00:00:00,2023-04-14T16:00:00,0.0,
48DF702582B8EBE67028C3CDF1C8F920,1,,2022-06-17T00:00:00,37000.0,40000.0,2022-06-22T12:00:00,2022-06-23T23:59:00,84.0,
F4CC54E8A968777B5F6316EE277C7437,1,,2023-03-24T00:00:00,40000.0,34000.0,2023-04-18T00:00:00,2023-04-25T23:59:00,434.0,
837ABAAA65C2A85845C3CFA66F22B485,1,03/ Mar,2024-03-08T00:00:00,35000.0,48000.0,2024-03-10T00:00:00,2024-03-12T00:00:00,84.0,
5828FEEB751250662F46A1461C409FFF,1,2306,2024-07-31T00:00:00,130000.0,47500.0,2024-08-22T00:00:00,2024-08-23T16:00:00,84.0,
1F84115DEB60FCB8E14A90C48C0B2797,1,2206,2022-11-16T00:00:00,145000.0,95000.0,2022-11-30T00:00:00,2022-12-01T23:59:00,84.0,
FAA3E4AA666972AF566CBD612A0B1401,1,,2023-09-29T00:00:00,38000.0,35000.0,2023-10-01T00:00:00,2023-09-03T00:00:00,84.0,
8167011C569E487B8A96E1F470E529A0,1,BP USG-BORCO/USAC 7 Nov,2023-11-01T00:00:00,38000.0,35000.0,2023-11-07T00:00:00,2023-11-07T00:00:00,84.0,
8167011C569E487B8A96E1F470E529A0,2,BP USG-BORCO/USAC 7 Nov,2023-11-01T00:00:00,38000.0,35000.0,,,84.0,
49F4850B154273540F646AF6FFEA9663,1,09/ Sep,2023-09-15T00:00:00,35000.0,40000.0,2023-09-24T00:01:00,2023-09-24T23:59:00,0.0,
63C74A5CA5B41072A34D8F653EC91CE4,1,2201,2022-01-25T00:00:00,29000.0,20000.0,2022-01-26T00:00:00,2022-01-29T23:59:00,338.0,
30955938B410B7B454ACE24D2C7E5B0D,1,,2021-09-23T00:00:00,33000.0,18000.0,2021-10-15T00:00:00,2021-10-17T23:59:00,113.0,
FC2294A91C705128FC39E4B8BD8A9DA0,1,08/ Aug,2023-08-08T00:00:00,35000.0,37000.0,2023-08-15T00:00:00,2023-08-17T00:00:00,84.0,
673D750F54FC1E6F55B0519C3F2F1F79,1,,2022-11-03T00:00:00,,,2022-11-04T00:01:00,2022-11-08T23:59:00,,"Tanks to be delivered as is, hence no cost for cleaning on our account. 40k bunker cancelltion fee allocated in expenses. "
D1A70ADE56B5FFB416841E00500E20CE,1,,2020-12-15T00:00:00,,,,,0.0,"Cancellation / Non-Performance Fee of $210,000. 

Basis the COA we entered with Kolmar for 2021 they had 2-4 Ethanol lifts and they have not performed any. "
E7D52C024E353451886E3AF52D544640,1,04/ Apr,2021-04-09T00:00:00,35000.0,16500.0,2021-04-16T00:00:00,2021-04-18T23:59:00,96.0,
B991A4D16F10C0640CFF1196EC2D0D5E,1,,2021-11-17T00:00:00,38000.0,19000.0,2022-03-11T00:00:00,2022-03-16T16:00:00,95.0,
B991A4D16F10C0640CFF1196EC2D0D5E,2,,2021-11-17T00:00:00,38000.0,,2022-03-11T00:00:00,2022-03-16T16:00:00,0.0,
B991A4D16F10C0640CFF1196EC2D0D5E,3,,2021-11-17T00:00:00,38000.0,,2022-03-11T00:00:00,2022-03-16T16:00:00,0.0,
921A540C97F21BAEDFCD868036AA698B,1,2403,2024-06-17T00:00:00,37000.0,34000.0,2024-06-19T00:01:00,2024-06-21T23:59:00,84.0,
5BCA3B101E356CCAA5C019049061E843,1,11/ Nov,2023-11-07T00:00:00,30000.0,27000.0,2023-11-08T08:00:00,,96.0,
06458016393A992D0A0353EB8E5598BC,1,ATMI USG/CBS 20th,2021-11-18T00:00:00,38000.0,19500.0,2021-11-20T00:00:00,2021-11-20T16:00:00,84.0,
FB67929182393E10DE6BE3D7BF0C329F,1,,2021-10-07T00:00:00,130000.0,21400.0,2021-10-18T00:01:00,2021-10-19T23:59:00,84.0,
2E048E55C44B5CEACAA1BE3DD276D96F,1,TRAF USG/CONT 10-12 Aug,2020-08-11T00:00:00,38000.0,21000.0,2020-08-10T17:30:00,2020-08-12T00:00:00,84.0,
3B7021EECE56FE8AAC4C8521AB459735,1,2202,2022-03-11T00:00:00,130000.0,35000.0,2022-03-23T00:01:00,,72.0,
02A53D5D72992D4C1A3FA9C258792568,1,2204,2022-06-10T00:00:00,145000.0,32500.0,2022-06-22T00:00:00,2022-06-23T23:59:00,84.0,"COMMENCING:              22 JUNE, 2022 - 0001
CANCELLING:                23 JUNE, 2022 - 1600
LAYCAN COMMENTS:   TBN 1 IN CHOPT
"
3D0CDEAB509E292748652AFE5AE277EC,1,,2021-12-11T00:00:00,30000.0,20000.0,2021-01-08T00:00:00,2021-01-10T00:00:00,303.0,
5BC2370DF9E14BB3C6EABDC60ACBE4FA,1,,2021-09-17T00:00:00,35000.0,16000.0,2021-09-23T00:00:00,,84.0,
48DF702582B8EBE63C04BEBA78636BB7,1,01/ Jan - COA 08TH,2022-01-01T00:00:00,41000.0,19500.0,2022-08-15T00:00:00,2022-09-04T16:00:00,366.0,
7141BD09A96DF096C23626401DF9DEF6,1,2207,2022-08-18T00:00:00,145000.0,60000.0,2022-08-27T00:00:00,2022-08-28T16:00:00,84.0,
9C453200D61933DB318B68C789019946,1,,2024-03-12T00:00:00,37000.0,36000.0,2024-03-17T00:01:00,2024-03-18T23:59:00,84.0,
5DD1CB3EEF931DF60ED83FAF7E0EEAD8,1,COA - 9th,2019-11-21T00:00:00,41000.0,20000.0,2020-06-14T00:00:00,2020-07-03T00:00:00,351.0,
012C33BDF9E6436B97D860218900E0AD,1,,2022-06-16T00:00:00,35000.0,60000.0,2022-06-28T00:00:00,2022-06-29T23:59:00,84.0,
C3E970C95B7EF5AEB53B7FE293781BEE,1,2305,2023-07-11T00:00:00,145000.0,50000.0,2023-07-21T00:01:00,2023-07-22T23:59:00,84.0,"Laycan 20/22 July tbn 2 days
"
ABCD2C938DC82BD2C6CF60D95165DF79,1,2304,2023-09-18T00:00:00,130000.0,42500.0,2023-10-03T00:01:00,2023-10-03T15:00:00,84.0,
F62CA1E399BA4EEC300772B09EE90F1E,1,01/ Jan,2024-01-23T00:00:00,35000.0,42000.0,2024-01-29T00:00:00,2024-02-02T00:00:00,110.0,
30F18B2A6124F71DB4CCFF0504F890F9,1,2309,2023-09-11T00:00:00,37000.0,38000.0,2023-09-14T00:01:00,2023-09-16T23:59:00,84.0,
89CDA4A64D5C1BD47802D6F958097D16,1,USG/JAPAN 22-24 OCT,2019-10-17T00:00:00,38000.0,24000.0,2019-10-22T00:00:00,2019-10-24T00:00:00,84.0,
