vessel_id,profile_name,passage_type,speed,ifo,mgo,rpm,is_default
648ECB14EDECDB95772AA913EA6B43B3,Default,Laden,12.0,27.0,0.0,0,False
648ECB14EDECDB95772AA913EA6B43B3,Default,Laden,13.0,29.8,0.0,0,True
648ECB14EDECDB95772AA913EA6B43B3,Default,Laden,14.0,33.0,0.0,0,False
16E5A18F680CB9B8C1F2D1CD47711ED1,Default,Ballast,12.0,16.3,0.0,0,False
16E5A18F680CB9B8C1F2D1CD47711ED1,Default,Ballast,12.5,18.1,0.0,0,False
16E5A18F680CB9B8C1F2D1CD47711ED1,Default,Ballast,13.0,19.8,0.0,0,True
16E5A18F680CB9B8C1F2D1CD47711ED1,Default,Ballast,13.5,22.2,0.0,0,False
16E5A18F680CB9B8C1F2D1CD47711ED1,Default,Ballast,14.0,24.6,0.0,0,False
16E5A18F680CB9B8C1F2D1CD47711ED1,Default,Ballast,14.5,27.5,0.0,0,False
16E5A18F680CB9B8C1F2D1CD47711ED1,Default,Laden,12.0,20.1,0.0,0,False
16E5A18F680CB9B8C1F2D1CD47711ED1,Default,Laden,12.5,22.2,0.0,0,False
16E5A18F680CB9B8C1F2D1CD47711ED1,Default,Laden,13.0,24.5,0.0,0,True
16E5A18F680CB9B8C1F2D1CD47711ED1,Default,Laden,13.5,27.0,0.0,0,False
16E5A18F680CB9B8C1F2D1CD47711ED1,Default,Laden,14.0,29.4,0.0,0,False
16E5A18F680CB9B8C1F2D1CD47711ED1,Default,Laden,14.5,33.5,0.0,0,False
F92FDB12DB00BB8918272873032F0AFF,Default,Ballast,12.0,17.0,0.0,0,False
F92FDB12DB00BB8918272873032F0AFF,Default,Ballast,12.5,18.0,0.0,0,False
F92FDB12DB00BB8918272873032F0AFF,Default,Ballast,13.0,19.5,0.0,0,True
F92FDB12DB00BB8918272873032F0AFF,Default,Ballast,13.5,21.5,0.0,0,False
F92FDB12DB00BB8918272873032F0AFF,Default,Ballast,14.0,24.0,0.0,0,False
F92FDB12DB00BB8918272873032F0AFF,Default,Laden,12.0,20.0,0.0,0,False
F92FDB12DB00BB8918272873032F0AFF,Default,Laden,12.5,22.0,0.0,0,False
F92FDB12DB00BB8918272873032F0AFF,Default,Laden,13.0,24.0,0.0,0,True
F92FDB12DB00BB8918272873032F0AFF,Default,Laden,13.5,26.5,0.0,0,False
F92FDB12DB00BB8918272873032F0AFF,Default,Laden,14.0,28.5,0.0,0,False
6CB8E463184C59CC32CADB5F2467BAFF,Default,Ballast,12.0,15.8,0.0,0,False
6CB8E463184C59CC32CADB5F2467BAFF,Default,Ballast,12.5,17.2,0.0,0,False
6CB8E463184C59CC32CADB5F2467BAFF,Default,Ballast,13.0,19.1,0.0,0,True
6CB8E463184C59CC32CADB5F2467BAFF,Default,Ballast,13.5,21.0,0.0,0,False
6CB8E463184C59CC32CADB5F2467BAFF,Default,Ballast,14.0,23.4,0.0,0,False
6CB8E463184C59CC32CADB5F2467BAFF,Default,Laden,12.0,18.75,0.0,0,False
6CB8E463184C59CC32CADB5F2467BAFF,Default,Laden,12.5,20.25,0.0,0,False
6CB8E463184C59CC32CADB5F2467BAFF,Default,Laden,13.0,22.5,0.0,0,True
6CB8E463184C59CC32CADB5F2467BAFF,Default,Laden,13.5,23.5,0.0,0,False
6CB8E463184C59CC32CADB5F2467BAFF,Default,Laden,14.0,28.5,0.0,0,False
64B0B891F38867E25D21FCBAB912B0C7,Default,Ballast,12.0,29.0,0.0,0,False
64B0B891F38867E25D21FCBAB912B0C7,Default,Ballast,12.5,32.4,0.0,0,False
64B0B891F38867E25D21FCBAB912B0C7,Default,Ballast,13.0,36.0,0.0,0,True
64B0B891F38867E25D21FCBAB912B0C7,Default,Ballast,13.5,40.0,0.0,0,False
64B0B891F38867E25D21FCBAB912B0C7,Default,Ballast,14.0,44.2,0.0,0,False
64B0B891F38867E25D21FCBAB912B0C7,Default,Ballast,14.5,48.7,0.0,0,False
64B0B891F38867E25D21FCBAB912B0C7,Default,Ballast,15.0,53.6,0.0,0,False
64B0B891F38867E25D21FCBAB912B0C7,Default,Laden,12.0,41.3,0.0,0,False
64B0B891F38867E25D21FCBAB912B0C7,Default,Laden,12.5,46.2,0.0,0,False
64B0B891F38867E25D21FCBAB912B0C7,Default,Laden,13.0,51.6,0.0,0,True
64B0B891F38867E25D21FCBAB912B0C7,Default,Laden,13.5,57.4,0.0,0,False
64B0B891F38867E25D21FCBAB912B0C7,Default,Laden,14.0,63.6,0.0,0,False
64B0B891F38867E25D21FCBAB912B0C7,Default,Laden,14.5,70.4,0.0,0,False
64B0B891F38867E25D21FCBAB912B0C7,Default,Laden,15.0,77.5,0.0,0,False
E2322AC6FFAD3FE780075F8DE33C37CA,Default,Ballast,12.0,28.9,0.0,0,False
E2322AC6FFAD3FE780075F8DE33C37CA,Default,Ballast,12.5,32.3,0.0,0,False
E2322AC6FFAD3FE780075F8DE33C37CA,Default,Ballast,13.0,36.0,0.0,0,True
E2322AC6FFAD3FE780075F8DE33C37CA,Default,Ballast,13.5,39.9,0.0,0,False
E2322AC6FFAD3FE780075F8DE33C37CA,Default,Ballast,14.0,44.2,0.0,0,False
E2322AC6FFAD3FE780075F8DE33C37CA,Default,Ballast,14.5,48.7,0.0,0,False
E2322AC6FFAD3FE780075F8DE33C37CA,Default,Laden,12.0,32.9,0.0,0,False
E2322AC6FFAD3FE780075F8DE33C37CA,Default,Laden,12.5,36.8,0.0,0,False
E2322AC6FFAD3FE780075F8DE33C37CA,Default,Laden,13.0,41.0,0.0,0,True
E2322AC6FFAD3FE780075F8DE33C37CA,Default,Laden,13.5,45.6,0.0,0,False
E2322AC6FFAD3FE780075F8DE33C37CA,Default,Laden,14.0,50.5,0.0,0,False
E2322AC6FFAD3FE780075F8DE33C37CA,Default,Laden,14.5,55.8,0.0,0,False
172BCA4A649923D712024DE75F9FAA03,Default,Ballast,12.0,17.5,0.0,0,False
172BCA4A649923D712024DE75F9FAA03,Default,Ballast,13.0,20.1,0.0,0,True
172BCA4A649923D712024DE75F9FAA03,Default,Ballast,14.0,23.0,0.0,0,False
172BCA4A649923D712024DE75F9FAA03,Default,Ballast,14.5,24.5,0.0,0,False
172BCA4A649923D712024DE75F9FAA03,Default,Ballast,15.0,26.0,0.0,0,False
172BCA4A649923D712024DE75F9FAA03,Default,Laden,12.0,18.6,0.0,0,False
172BCA4A649923D712024DE75F9FAA03,Default,Laden,13.0,21.3,0.0,0,True
172BCA4A649923D712024DE75F9FAA03,Default,Laden,14.0,24.5,0.0,0,False
172BCA4A649923D712024DE75F9FAA03,Default,Laden,14.5,26.2,0.0,0,False
172BCA4A649923D712024DE75F9FAA03,Default,Laden,15.0,27.1,0.0,0,False
9CBE22A22B89A9E06D745E535365D6DA,Default,Ballast,12.0,15.6,0.0,0,False
9CBE22A22B89A9E06D745E535365D6DA,Default,Ballast,13.0,19.5,0.0,0,True
9CBE22A22B89A9E06D745E535365D6DA,Default,Ballast,13.5,21.7,0.0,0,False
9CBE22A22B89A9E06D745E535365D6DA,Default,Ballast,14.0,24.2,0.0,0,False
9CBE22A22B89A9E06D745E535365D6DA,Default,Ballast,14.5,27.0,0.0,0,False
9CBE22A22B89A9E06D745E535365D6DA,Default,Laden,12.0,20.0,0.0,0,False
9CBE22A22B89A9E06D745E535365D6DA,Default,Laden,13.0,24.3,0.0,0,True
9CBE22A22B89A9E06D745E535365D6DA,Default,Laden,13.5,27.1,0.0,0,False
9CBE22A22B89A9E06D745E535365D6DA,Default,Laden,14.0,30.7,0.0,0,False
6D00EA3DFDBCA5CA169A90AA2117C8E1,Default,Ballast,10.0,12.3,0.0,0,False
6D00EA3DFDBCA5CA169A90AA2117C8E1,Default,Ballast,12.0,18.0,0.0,0,False
6D00EA3DFDBCA5CA169A90AA2117C8E1,Default,Ballast,13.0,19.3,0.0,0,False
6D00EA3DFDBCA5CA169A90AA2117C8E1,Default,Ballast,13.5,20.3,0.0,0,True
6D00EA3DFDBCA5CA169A90AA2117C8E1,Default,Ballast,15.0,28.3,0.0,0,False
6D00EA3DFDBCA5CA169A90AA2117C8E1,Default,Laden,10.0,13.5,0.0,0,False
6D00EA3DFDBCA5CA169A90AA2117C8E1,Default,Laden,12.0,19.5,0.0,0,False
6D00EA3DFDBCA5CA169A90AA2117C8E1,Default,Laden,13.0,21.2,0.0,0,False
6D00EA3DFDBCA5CA169A90AA2117C8E1,Default,Laden,13.5,21.7,0.0,0,True
6D00EA3DFDBCA5CA169A90AA2117C8E1,Default,Laden,15.0,31.3,0.0,0,False
A8A35A79EADDAA6F21C963A0EA0CF2B9,Default,Ballast,11.0,22.5,0.0,95,False
A8A35A79EADDAA6F21C963A0EA0CF2B9,Default,Ballast,12.0,25.5,0.0,100,False
A8A35A79EADDAA6F21C963A0EA0CF2B9,Default,Ballast,12.5,26.5,0.0,105,True
A8A35A79EADDAA6F21C963A0EA0CF2B9,Default,Ballast,13.0,28.5,0.0,110,False
A8A35A79EADDAA6F21C963A0EA0CF2B9,Default,Ballast,13.5,30.5,0.0,112,False
A8A35A79EADDAA6F21C963A0EA0CF2B9,Default,Laden,11.0,25.5,0.0,95,False
A8A35A79EADDAA6F21C963A0EA0CF2B9,Default,Laden,12.0,26.5,0.0,100,False
A8A35A79EADDAA6F21C963A0EA0CF2B9,Default,Laden,12.5,28.5,0.0,105,True
A8A35A79EADDAA6F21C963A0EA0CF2B9,Default,Laden,13.0,30.5,0.0,110,False
A8A35A79EADDAA6F21C963A0EA0CF2B9,Default,Laden,13.5,31.5,0.0,112,False
636511D67199FE7F9738BE7EF3AA9BBD,Default,Ballast,12.5,18.3,0.0,0,False
636511D67199FE7F9738BE7EF3AA9BBD,Default,Ballast,13.0,20.3,0.0,0,True
636511D67199FE7F9738BE7EF3AA9BBD,Default,Ballast,13.5,21.7,0.0,0,False
636511D67199FE7F9738BE7EF3AA9BBD,Default,Ballast,14.0,24.5,0.0,0,False
636511D67199FE7F9738BE7EF3AA9BBD,Default,Laden,12.5,21.5,0.0,0,False
636511D67199FE7F9738BE7EF3AA9BBD,Default,Laden,13.0,24.2,0.0,0,True
636511D67199FE7F9738BE7EF3AA9BBD,Default,Laden,13.5,26.0,0.0,0,False
636511D67199FE7F9738BE7EF3AA9BBD,Default,Laden,14.0,29.55,0.0,0,False
AFB7F6E535D053E02205290B5813EE8D,Default,Ballast,10.0,22.3,0.0,0,False
AFB7F6E535D053E02205290B5813EE8D,Default,Ballast,13.0,29.5,0.0,0,True
AFB7F6E535D053E02205290B5813EE8D,Default,Ballast,13.5,32.5,0.0,0,False
AFB7F6E535D053E02205290B5813EE8D,Default,Ballast,14.0,34.5,0.0,0,False
AFB7F6E535D053E02205290B5813EE8D,Default,Ballast,14.5,37.7,0.0,0,False
AFB7F6E535D053E02205290B5813EE8D,Default,Ballast,15.0,40.1,0.0,0,False
AFB7F6E535D053E02205290B5813EE8D,Default,Laden,10.0,23.5,0.0,0,False
AFB7F6E535D053E02205290B5813EE8D,Default,Laden,13.0,30.5,0.0,0,True
AFB7F6E535D053E02205290B5813EE8D,Default,Laden,13.5,33.5,0.0,0,False
AFB7F6E535D053E02205290B5813EE8D,Default,Laden,14.0,36.5,0.0,0,False
AFB7F6E535D053E02205290B5813EE8D,Default,Laden,14.5,40.1,0.0,0,False
AFB7F6E535D053E02205290B5813EE8D,Default,Laden,15.0,44.2,0.0,0,False
B0EBA4CD47B917941B01EDFF1AF1AB12,Default,Ballast,10.0,12.3,0.0,0,False
B0EBA4CD47B917941B01EDFF1AF1AB12,Default,Ballast,12.0,18.0,0.0,0,False
B0EBA4CD47B917941B01EDFF1AF1AB12,Default,Ballast,13.0,19.3,0.0,0,True
B0EBA4CD47B917941B01EDFF1AF1AB12,Default,Ballast,13.5,20.3,0.0,0,False
B0EBA4CD47B917941B01EDFF1AF1AB12,Default,Ballast,15.0,28.3,0.0,0,False
B0EBA4CD47B917941B01EDFF1AF1AB12,Default,Laden,10.0,13.5,0.0,0,False
B0EBA4CD47B917941B01EDFF1AF1AB12,Default,Laden,12.0,19.5,0.0,0,False
B0EBA4CD47B917941B01EDFF1AF1AB12,Default,Laden,13.0,21.2,0.0,0,True
B0EBA4CD47B917941B01EDFF1AF1AB12,Default,Laden,13.5,21.7,0.0,0,False
B0EBA4CD47B917941B01EDFF1AF1AB12,Default,Laden,15.0,31.3,0.0,0,False
90D9B1EC553CA1B4280477DE59DFE18E,Default,Ballast,13.0,30.7,0.0,0,True
90D9B1EC553CA1B4280477DE59DFE18E,Default,Ballast,13.5,32.2,0.0,0,False
90D9B1EC553CA1B4280477DE59DFE18E,Default,Ballast,14.0,34.7,0.0,0,False
90D9B1EC553CA1B4280477DE59DFE18E,Default,Laden,12.0,29.7,0.0,0,False
90D9B1EC553CA1B4280477DE59DFE18E,Default,Laden,13.0,32.2,0.0,0,True
90D9B1EC553CA1B4280477DE59DFE18E,Default,Laden,13.5,34.7,0.0,0,False
C3225CE13CB37B146C55B6B5EB3105E2,Default,Ballast,12.0,26.4,0.0,0,False
C3225CE13CB37B146C55B6B5EB3105E2,Default,Ballast,12.5,29.4,0.0,0,False
C3225CE13CB37B146C55B6B5EB3105E2,Default,Ballast,13.0,32.7,0.0,0,True
C3225CE13CB37B146C55B6B5EB3105E2,Default,Ballast,13.5,36.1,0.0,0,False
C3225CE13CB37B146C55B6B5EB3105E2,Default,Ballast,14.0,39.9,0.0,0,False
C3225CE13CB37B146C55B6B5EB3105E2,Default,Ballast,14.5,44.0,0.0,0,False
C3225CE13CB37B146C55B6B5EB3105E2,Default,Ballast,15.0,48.3,0.0,0,False
C3225CE13CB37B146C55B6B5EB3105E2,Default,Laden,12.0,34.9,0.0,0,False
C3225CE13CB37B146C55B6B5EB3105E2,Default,Laden,12.5,38.9,0.0,0,False
C3225CE13CB37B146C55B6B5EB3105E2,Default,Laden,13.0,43.4,0.0,0,True
C3225CE13CB37B146C55B6B5EB3105E2,Default,Laden,13.5,48.1,0.0,0,False
C3225CE13CB37B146C55B6B5EB3105E2,Default,Laden,14.0,53.3,0.0,0,False
C3225CE13CB37B146C55B6B5EB3105E2,Default,Laden,14.5,58.8,0.0,0,False
C3225CE13CB37B146C55B6B5EB3105E2,Default,Laden,15.0,64.7,0.0,0,False
79BF00C65A08B8357A9AB961967A7657,Default,Ballast,10.0,12.3,0.0,0,False
79BF00C65A08B8357A9AB961967A7657,Default,Ballast,12.0,18.0,0.0,0,False
79BF00C65A08B8357A9AB961967A7657,Default,Ballast,13.0,19.3,0.0,0,True
79BF00C65A08B8357A9AB961967A7657,Default,Ballast,13.5,20.3,0.0,0,False
79BF00C65A08B8357A9AB961967A7657,Default,Ballast,15.0,28.3,0.0,0,False
79BF00C65A08B8357A9AB961967A7657,Default,Laden,10.0,13.5,0.0,0,False
79BF00C65A08B8357A9AB961967A7657,Default,Laden,12.0,19.5,0.0,0,False
79BF00C65A08B8357A9AB961967A7657,Default,Laden,13.0,21.2,0.0,0,True
79BF00C65A08B8357A9AB961967A7657,Default,Laden,13.5,21.7,0.0,0,False
79BF00C65A08B8357A9AB961967A7657,Default,Laden,15.0,31.3,0.0,0,False
3ADF28F89ABD7CD7E8C9966E7A8821D2,Default,Ballast,12.5,39.8,0.0,0,True
3ADF28F89ABD7CD7E8C9966E7A8821D2,Default,Ballast,13.0,42.8,0.0,0,False
3ADF28F89ABD7CD7E8C9966E7A8821D2,Default,Ballast,13.5,45.8,0.0,0,False
3ADF28F89ABD7CD7E8C9966E7A8821D2,Default,Ballast,14.0,47.8,0.0,0,False
3ADF28F89ABD7CD7E8C9966E7A8821D2,Default,Ballast,14.5,50.8,0.0,0,False
3ADF28F89ABD7CD7E8C9966E7A8821D2,Default,Ballast,15.0,57.8,0.0,0,False
3ADF28F89ABD7CD7E8C9966E7A8821D2,Default,Laden,12.5,45.8,0.0,0,True
3ADF28F89ABD7CD7E8C9966E7A8821D2,Default,Laden,13.0,47.8,0.0,0,False
3ADF28F89ABD7CD7E8C9966E7A8821D2,Default,Laden,13.5,51.8,0.0,0,False
3ADF28F89ABD7CD7E8C9966E7A8821D2,Default,Laden,14.0,55.8,0.0,0,False
3ADF28F89ABD7CD7E8C9966E7A8821D2,Default,Laden,14.5,61.3,0.0,0,False
3ADF28F89ABD7CD7E8C9966E7A8821D2,Default,Laden,15.0,64.8,0.0,0,False
2E19AF9FFD33F79317EAA4FCCA02B02B,Default,Ballast,12.0,16.0,0.0,0,False
2E19AF9FFD33F79317EAA4FCCA02B02B,Default,Ballast,12.5,17.0,0.0,0,False
2E19AF9FFD33F79317EAA4FCCA02B02B,Default,Ballast,13.0,18.1,0.0,0,True
2E19AF9FFD33F79317EAA4FCCA02B02B,Default,Ballast,13.5,19.2,0.0,0,False
2E19AF9FFD33F79317EAA4FCCA02B02B,Default,Laden,12.0,20.9,0.0,0,False
2E19AF9FFD33F79317EAA4FCCA02B02B,Default,Laden,12.5,22.3,0.0,0,False
2E19AF9FFD33F79317EAA4FCCA02B02B,Default,Laden,13.0,23.8,0.0,0,True
2E19AF9FFD33F79317EAA4FCCA02B02B,Default,Laden,13.5,25.3,0.0,0,False
6CA0E928B16181A346581EDF86034E15,Default,Ballast,12.0,20.2,0.1,0,False
6CA0E928B16181A346581EDF86034E15,Default,Ballast,13.0,23.0,0.1,0,True
6CA0E928B16181A346581EDF86034E15,Default,Ballast,14.2,25.0,0.1,0,False
6CA0E928B16181A346581EDF86034E15,Default,Laden,12.0,21.5,0.1,0,False
6CA0E928B16181A346581EDF86034E15,Default,Laden,13.0,24.2,0.1,0,True
6CA0E928B16181A346581EDF86034E15,Default,Laden,14.2,25.5,0.1,0,False
0D37D4D676391F8BCACE4AC26EA54A65,Default,Ballast,12.0,16.0,0.0,0,False
0D37D4D676391F8BCACE4AC26EA54A65,Default,Ballast,12.5,17.1,0.0,0,False
0D37D4D676391F8BCACE4AC26EA54A65,Default,Ballast,13.0,18.2,0.0,0,True
0D37D4D676391F8BCACE4AC26EA54A65,Default,Ballast,13.5,19.4,0.0,0,False
0D37D4D676391F8BCACE4AC26EA54A65,Default,Laden,12.0,20.4,0.0,0,False
0D37D4D676391F8BCACE4AC26EA54A65,Default,Laden,12.5,21.9,0.0,0,False
0D37D4D676391F8BCACE4AC26EA54A65,Default,Laden,13.0,23.5,0.0,0,True
0D37D4D676391F8BCACE4AC26EA54A65,Default,Laden,13.5,25.1,0.0,0,False
0D37D4D676391F8BCACE4AC26EA54A65,Historical,Ballast,13.0,24.35,0.0,0,True
0D37D4D676391F8BCACE4AC26EA54A65,Historical,Laden,13.0,27.95,0.0,0,True
510DE3910E3DED55B568B11B14930A85,Default,Ballast,12.0,15.5,0.0,0,False
510DE3910E3DED55B568B11B14930A85,Default,Ballast,13.0,20.9,0.0,0,True
510DE3910E3DED55B568B11B14930A85,Default,Ballast,14.0,23.7,0.0,0,False
510DE3910E3DED55B568B11B14930A85,Default,Laden,12.0,18.4,0.0,0,False
510DE3910E3DED55B568B11B14930A85,Default,Laden,13.0,21.4,0.0,0,True
510DE3910E3DED55B568B11B14930A85,Default,Laden,14.0,25.4,0.0,0,False
E4BACE0D0B4F6817D17F1358D8A8D1F4,Default,Ballast,12.0,20.4,0.0,0,False
E4BACE0D0B4F6817D17F1358D8A8D1F4,Default,Ballast,12.5,21.8,0.0,0,False
E4BACE0D0B4F6817D17F1358D8A8D1F4,Default,Ballast,13.0,23.3,0.0,0,True
E4BACE0D0B4F6817D17F1358D8A8D1F4,Default,Ballast,13.5,24.8,0.0,0,False
E4BACE0D0B4F6817D17F1358D8A8D1F4,Default,Laden,12.0,22.2,0.0,0,False
E4BACE0D0B4F6817D17F1358D8A8D1F4,Default,Laden,12.5,23.8,0.0,0,False
E4BACE0D0B4F6817D17F1358D8A8D1F4,Default,Laden,13.0,25.5,0.0,0,True
E4BACE0D0B4F6817D17F1358D8A8D1F4,Default,Laden,13.5,27.2,0.0,0,False
716296D67896F4A098168A7FB1EA795E,Default,Ballast,12.0,22.4,0.0,0,False
716296D67896F4A098168A7FB1EA795E,Default,Ballast,12.5,24.8,0.0,0,False
716296D67896F4A098168A7FB1EA795E,Default,Ballast,13.0,27.3,0.0,0,True
716296D67896F4A098168A7FB1EA795E,Default,Ballast,13.5,30.1,0.0,0,False
716296D67896F4A098168A7FB1EA795E,Default,Ballast,14.0,33.0,0.0,0,False
716296D67896F4A098168A7FB1EA795E,Default,Ballast,14.5,36.2,0.0,0,False
716296D67896F4A098168A7FB1EA795E,Default,Laden,12.0,26.7,0.0,0,False
716296D67896F4A098168A7FB1EA795E,Default,Laden,12.5,29.6,0.0,0,False
716296D67896F4A098168A7FB1EA795E,Default,Laden,13.0,32.7,0.0,0,True
716296D67896F4A098168A7FB1EA795E,Default,Laden,13.5,36.1,0.0,0,False
716296D67896F4A098168A7FB1EA795E,Default,Laden,14.0,39.8,0.0,0,False
716296D67896F4A098168A7FB1EA795E,Default,Laden,14.5,43.7,0.0,0,False
AC199BA31B05BA1663A01F7AEDE7C68A,Default,Ballast,12.0,30.9,0.0,0,False
AC199BA31B05BA1663A01F7AEDE7C68A,Default,Ballast,12.5,34.5,0.0,0,False
AC199BA31B05BA1663A01F7AEDE7C68A,Default,Ballast,13.0,38.4,0.0,0,True
