voyage_id,fixture_display_order,name,quantity,flat_rate,total,remark,is_commission
A0B05E14B72C5C9A088FCB75D2DA2B14,1,Freight,,60000.0,60000.0,lumpsum for Maputo + Beira,True
A0B05E14B72C5C9A088FCB75D2DA2B14,1,Miscellaneous,18.17,559.0,10157.03,,False
A0B05E14B72C5C9A088FCB75D2DA2B14,1,Demurrage,3.645270166666668,18500.0,67437.49808333335,,True
1E418B9D3DEAB7C4CFFA858581C852DF,1,Freight,130000.0,18.27,2493855.0,,True
1E418B9D3DEAB7C4CFFA858581C852DF,1,Overage,2976.100000000006,18.27,28546.007175000057,,True
1E418B9D3DEAB7C4CFFA858581C852DF,1,Rebill:Charterer’s Expense,,5790.32,5790.32,Dockage fee FOS PDA,False
1E418B9D3DEAB7C4CFFA858581C852DF,1,Bunkers,106.8,653.0,69740.4,Heating VLSFO 106.8 mt @ USD 653,False
1E418B9D3DEAB7C4CFFA858581C852DF,1,Bunkers,86.8,844.0,73259.2,Heating LSMGO 86.8 mt @ USD 844,False
1E418B9D3DEAB7C4CFFA858581C852DF,1,Rebill:Charterer’s Expense,,2007.01,2007.01,Wharfage Kribi,False
1E418B9D3DEAB7C4CFFA858581C852DF,1,Demurrage,41.4125,52500.0,2174156.25,,True
B366A5BAD96F234CFB2FDD2B1FDF930E,1,Freight,28247.112,59.0,1666579.608,"Honiara, Lae, Kimbe Freight",True
B366A5BAD96F234CFB2FDD2B1FDF930E,1,Freight,11752.888,59.0,693420.392,Bialla Freight,True
B366A5BAD96F234CFB2FDD2B1FDF930E,1,Overage,445.136,29.5,13131.512,50% Overage,True
B366A5BAD96F234CFB2FDD2B1FDF930E,1,Freight,,165000.0,165000.0,Liverpool Lumpsum,True
B366A5BAD96F234CFB2FDD2B1FDF930E,1,Rebill:Guards,,7650.0,7650.0,Armed guards to be rebilled,False
B366A5BAD96F234CFB2FDD2B1FDF930E,1,Bunkers,4.7,704.5,3311.15,LSGO bunker consumption for Prewash to be rebilled,False
B366A5BAD96F234CFB2FDD2B1FDF930E,1,Rebill:Insurance,,597.0,597.0,AWRP,False
B366A5BAD96F234CFB2FDD2B1FDF930E,1,Demurrage,0.0,19500.0,0.0,,True
B366A5BAD96F234CFB2FDD2B1FDF930E,1,Rebill:Miscellaneous,,4438.77,4438.77,Removal of pre-wash,False
215CD18F42853B4467F68D337F2818B3,1,Hire,15.0,18500.0,277500.0,1st HIRE (09 Feb(1545 UTC) - 24 Feb (1545 UTC)),True
215CD18F42853B4467F68D337F2818B3,1,Bunkers,147.99,425.0,62895.75000000001,FO on Delivery,False
215CD18F42853B4467F68D337F2818B3,1,Bunkers,156.58,671.4,105127.812,MGO on Delivery,False
215CD18F42853B4467F68D337F2818B3,1,Hire,15.0,18500.0,277500.0,2nd HIRE (24 Feb (1545 UTC) - 11 March (1545 UTC)),True
215CD18F42853B4467F68D337F2818B3,1,Hire,15.0,18500.0,277500.0,3rd HIRE (11 March (1545 UTC) - 26 March (!545 UTC)),True
215CD18F42853B4467F68D337F2818B3,1,Hire,15.0,18500.0,277500.0,4th HIRE (26 March (1545 UTC) - 10 April (1545 UTC)),True
215CD18F42853B4467F68D337F2818B3,1,Hire,15.0,18500.0,277500.0,5th HIRE (10 April (1545 UTC) - 25 April (1545 UTC)),True
215CD18F42853B4467F68D337F2818B3,1,Off hire,-8.4,18500.0,-155400.0,,True
215CD18F42853B4467F68D337F2818B3,1,Bunkers,-46.33,671.4,-31105.962,Offhire bunkers for SCRUBBER REPAIR,False
215CD18F42853B4467F68D337F2818B3,1,Deviation,-1.17,671.4,-785.5379999999999,Deviation bunkers for SCRUBBER REPAIR at Batam,False
215CD18F42853B4467F68D337F2818B3,1,Deviation,-0.008333,18500.0,-154.1605,Deviation for SCRUBBER REPAIR at Batam,False
215CD18F42853B4467F68D337F2818B3,1,Hire,20.289583,18500.0,375357.2855,HIRE (25 April (1545 UTC) - 15 May (2242 UTC)),True
215CD18F42853B4467F68D337F2818B3,1,Bunkers,-147.99,425.0,-62895.75000000001,HSFO on redelivery,False
215CD18F42853B4467F68D337F2818B3,1,Bunkers,-48.3,671.4,-32428.619999999995,LSGO on redelivery,False
215CD18F42853B4467F68D337F2818B3,1,Bunkers,-229.66,800.0,-183728.0,Excess HSFO New Orleans,False
215CD18F42853B4467F68D337F2818B3,1,Rebill:Charterer’s Expense,,10500.0,10500.0,N2 BOTTLES AND EQUIPMENT,False
215CD18F42853B4467F68D337F2818B3,1,Rebill:Miscellaneous,,-375.0,-375.0,offhire survey done in NOLA split 50:50,False
4691DC7C2D72947D7807CFA6A17F9723,1,Freight,,3200000.0,3200000.0,,True
4691DC7C2D72947D7807CFA6A17F9723,1,Bunkers,5.4,378.0,2041.2,Speed up for Chtrs account,False
4691DC7C2D72947D7807CFA6A17F9723,1,Demurrage,8.664930555555555,25000.0,216623.26388888888,,True
4691DC7C2D72947D7807CFA6A17F9723,1,Rebill:Miscellaneous,,0.0,0.0,,False
814A361E6F64082102A4E4457BCE0990,1,Freight,,632500.0,632500.0,,True
814A361E6F64082102A4E4457BCE0990,1,Demurrage,2.775,20778.0,57658.95,Demurrage,True
587EC36B6B0EDEB82B9A867E89E3945E,1,Freight,,1225000.0,1225000.0,L/S 1:1 IF WCCAM -  Pascagoula/Acajutla,True
587EC36B6B0EDEB82B9A867E89E3945E,1,Freight,,50000.0,50000.0,L/S each additional Port in Balboa-San Jose range - Taboguilla,True
587EC36B6B0EDEB82B9A867E89E3945E,1,Freight,,50000.0,50000.0,L/S each additional Port in Balboa-San Jose range - San Jose,True
587EC36B6B0EDEB82B9A867E89E3945E,1,Demurrage,6.3895833,20000.0,127791.666,Demurrage includes PC waiting time exceeding 24 hrs,True
587EC36B6B0EDEB82B9A867E89E3945E,1,Rebill:Charterer’s Expense,,40000.0,40000.0,Panama Canal Prebooking,False
34AB7571603DD7E5CD555D77EBB783D8,1,Freight,37000.0,11.61,1009489.5,Freight,True
34AB7571603DD7E5CD555D77EBB783D8,1,Demurrage,5.07013888888889,45000.0,228156.25000000003,,True
34AB7571603DD7E5CD555D77EBB783D8,1,Rebill:Charterer’s Expense,,5182.37,5182.37,ISPS and security expenses Sarroch - STN-240367-1,False
9F520A46D4942076E6F77A3235FB8B62,1,Freight,38000.0,27.46,2086960.0,freight updated from ARA (WS 130 @ $21.75) to STS (delta zone TSA) and Campana (WS 200 @ $27.57),True
9F520A46D4942076E6F77A3235FB8B62,1,Demurrage,5.3520833,32000.0,171266.6656,Demurrage incl. M.R. steaming,True
71580E995ABA6CFDB123EA5C7ABE5C31,1,Freight,38000.0,21.62,1232340.0,"WS 150 x 38,000 x $21.62",True
71580E995ABA6CFDB123EA5C7ABE5C31,1,Freight,4366.812,21.62,70807.85658,"Overage: WS 75 x 38,000 x $21.62",True
71580E995ABA6CFDB123EA5C7ABE5C31,1,Demurrage,4.0,36000.0,144000.0,84 hrs laytime - Dem est,True
36A4E7BBC07F80761D4F66A3284D195F,1,Freight,39982.809,45.5,1819217.8095,Freight 1:1 Beaumont/Tokuyama,True
36A4E7BBC07F80761D4F66A3284D195F,1,Freight,2.0,45000.0,90000.0,2 Add'l disport Korea in Geo Rotation,True
36A4E7BBC07F80761D4F66A3284D195F,1,Rebill:Miscellaneous,,20000.0,20000.0,Panama Canal Auction fee Proman agreed split of $40k,False
36A4E7BBC07F80761D4F66A3284D195F,1,Demurrage,0.5702481,21500.0,12260.33415,Demurrage,True
36A4E7BBC07F80761D4F66A3284D195F,1,Freight,,12500.0,12500.0,Add'l berth @ Ulsan JSTT,True
2297083F1EC5A7847224908339D16457,1,Freight,37000.0,22.31,1238205.0,,True
2297083F1EC5A7847224908339D16457,1,Rebill:Charterer’s Expense,,13163.42,13163.42,,False
2297083F1EC5A7847224908339D16457,1,Bunkers,19.35,545.0,10545.75,Bunkers used Paldiski 18-20th Feb,False
2297083F1EC5A7847224908339D16457,1,Interim Freight,,44450.0,44450.0,Time Paldiski 18-20th Feb - 50 hrs 48 mins @ 21000 per day,True
2297083F1EC5A7847224908339D16457,1,Interim Freight,,273262.5,273262.5,Time Paldisiki 24th Feb - 08th March,True
2297083F1EC5A7847224908339D16457,1,Bunkers,55.0,545.0,29975.0,Bunkers Paldisiki 24th Feb - 08th March,False
2297083F1EC5A7847224908339D16457,1,Demurrage,7.716666666666667,21000.0,162050.0,,True
2297083F1EC5A7847224908339D16457,1,Demurrage,,-50000.0,-50000.0,Deduction due to commercial reasons on demurrage (tanks rejection),True
589FA7F1B5E45250F90544A30E81724C,1,Freight,,1900000.0,1900000.0,,True
589FA7F1B5E45250F90544A30E81724C,1,Freight,0.224,24750.0,5544.0,Estimated interim time deviation (OPL Kalamata),True
589FA7F1B5E45250F90544A30E81724C,1,Bunkers,80.0,548.0,43840.0,Estimated speed up bunkers,False
589FA7F1B5E45250F90544A30E81724C,1,Bunkers,8.83,548.0,4838.84,interim port deviation (OPL Kalamata),False
589FA7F1B5E45250F90544A30E81724C,1,Freight,1.06,24750.0,26235.0,Time at OPL Kalamata,True
589FA7F1B5E45250F90544A30E81724C,1,Bunkers,3.0,548.0,1644.0,Purging,False
589FA7F1B5E45250F90544A30E81724C,1,Freight,3.19,24750.0,78952.5,Tg Pelepas interim port time,True
589FA7F1B5E45250F90544A30E81724C,1,Bunkers,31.8,548.0,17426.4,Tg Pelepas interim port bunkers,False
589FA7F1B5E45250F90544A30E81724C,1,Demurrage,17.586805555555557,24750.0,435273.43750000006,,True
589FA7F1B5E45250F90544A30E81724C,1,Rebill:Charterer’s Expense,,8007.67,8007.67,Shifting Singapore,False
589FA7F1B5E45250F90544A30E81724C,1,Rebill:Charterer’s Expense,,12583.49,12583.49,2nd shifting Singapore,False
589FA7F1B5E45250F90544A30E81724C,1,Demurrage,1.0,247158.43,247158.43,Remaining demurrage + interest,False
589FA7F1B5E45250F90544A30E81724C,1,Demurrage,,-195060.94,-195060.94,Remaining demurrage in invoice #3435215997,False
CA2245058B2A5EC26FF133DA70DC6E33,1,Freight,,2625000.0,2625000.0,Bilbao being last,True
CA2245058B2A5EC26FF133DA70DC6E33,1,Freight,2.0,10000.0,20000.0,Shifting in Ulsan and LBG,True
CA2245058B2A5EC26FF133DA70DC6E33,1,Rebill:Charterer’s Expense,,2275.14,2275.14,Anchorage dues,False
CA2245058B2A5EC26FF133DA70DC6E33,1,Freight,2.0,55000.0,110000.0,Extra L/S for Huelva and Coruna,True
CA2245058B2A5EC26FF133DA70DC6E33,1,Freight,,65000.0,65000.0,L/S for Barcelona,True
CA2245058B2A5EC26FF133DA70DC6E33,1,Rebill:Miscellaneous,,263.53,263.53,N2 Equipment,False
CA2245058B2A5EC26FF133DA70DC6E33,1,Rebill:Miscellaneous,,2099.4,2099.4,N2 Francios,False
CA2245058B2A5EC26FF133DA70DC6E33,1,Rebill:Miscellaneous,,27600.05,27600.05,N2 bottles,False
CA2245058B2A5EC26FF133DA70DC6E33,1,Demurrage,4.100347222222222,33500.0,137361.63194444444,,True
CA2245058B2A5EC26FF133DA70DC6E33,1,Rebill:Charterer’s Expense,,2604.77,2604.77,Marpol residues Bilbao,False
CA2245058B2A5EC26FF133DA70DC6E33,1,Rebill:Charterer’s Expense,,30433.82,30433.82,Shifting expenses Lubuk Gaung,False
CA2245058B2A5EC26FF133DA70DC6E33,1,Rebill:Charterer’s Expense,,2581.76,2581.76,Marpol Residues La Coruna,False
C4405B217F01BDB31244C86314B459A9,1,Freight,37000.0,16.32,1086912.0,Freight bss World Scale - Amsterdam/providence,True
C4405B217F01BDB31244C86314B459A9,1,Demurrage,2.0166667,36000.0,72600.0012,Demurrage,True
C4405B217F01BDB31244C86314B459A9,1,Rebill:Charterer’s Expense,,2318.96,2318.96,Amsterdam - Quay Dues,False
8CE7F8C895388C23967E15F3635DBAD8,1,Freight,,3500000.0,3500000.0,,True
8CE7F8C895388C23967E15F3635DBAD8,1,Interim Freight,,112005.0,112005.0,PC - Pre booking for Chtrs account,False
8CE7F8C895388C23967E15F3635DBAD8,1,Demurrage,29.2875,50000.0,1464375.0,,True
A2D45F2F8E07A0E4D584C40A9F063A73,1,Freight,130000.0,15.72,561990.0,,True
A2D45F2F8E07A0E4D584C40A9F063A73,1,Rebill:Guards,,8125.0,8125.0,,False
A2D45F2F8E07A0E4D584C40A9F063A73,1,Rebill:Insurance,,37411.68,37411.68,,False
A2D45F2F8E07A0E4D584C40A9F063A73,1,Overage,7210.78,15.72,15586.100970000001,,True
A2D45F2F8E07A0E4D584C40A9F063A73,1,Freight,,-10107.58,-10107.58,COA Freight Discount 1.75%,False
A2D45F2F8E07A0E4D584C40A9F063A73,1,Differential,137210.78,0.27,37046.9106,Ras Tanura Fixed Differential,True
A2D45F2F8E07A0E4D584C40A9F063A73,1,Demurrage,1.9125,22000.0,42075.0,,True
A2D45F2F8E07A0E4D584C40A9F063A73,1,Demurrage,1.0,-736.31,-736.31,,False
A2D45F2F8E07A0E4D584C40A9F063A73,1,Rebill:Charterer’s Expense,,2152.24,2152.24,,False
144E60DD0F7EAE18343F1B3048C43600,1,Freight,,220000.0,220000.0,Lumpsum 1:1 Houston / Pajaritos,True
144E60DD0F7EAE18343F1B3048C43600,1,Freight,2.0,63000.0,126000.0,LS for 2 additional discharge ports ECMEX - Progreso/Tampico,True
144E60DD0F7EAE18343F1B3048C43600,1,Demurrage,18.0791667,16920.0,305899.500564,Demurrage,True
E1C7499496D8D8B3B290A3599E1FE2AD,1,Freight,130000.0,10.51,922252.5000000001,,True
E1C7499496D8D8B3B290A3599E1FE2AD,1,Rebill:Insurance,,5415.13,5415.13,AWRP,False
E1C7499496D8D8B3B290A3599E1FE2AD,1,Freight,-0.0225,922252.5,-20750.681249999998,COA discount,False
E1C7499496D8D8B3B290A3599E1FE2AD,1,Bunkers,52.918,610.0,32279.98,Speed up for charters account,False
E1C7499496D8D8B3B290A3599E1FE2AD,1,Rebill:Guards,,30625.0,30625.0,,False
E1C7499496D8D8B3B290A3599E1FE2AD,1,Demurrage,0.151388888888889,25000.0,3784.722222222225,,True
E1C7499496D8D8B3B290A3599E1FE2AD,1,Demurrage,-0.0225,3784.72,-85.1562,COA discount on demurrage,False
E1C7499496D8D8B3B290A3599E1FE2AD,1,Rebill:Charterer’s Expense,,11431.7,11431.7,Pilot transportation Durban,False
E1C7499496D8D8B3B290A3599E1FE2AD,1,Rebill:Charterer’s Expense,,128543.86,128543.86,Nigerian fees,False
2C2FAF0531939CCCF455FE6892094B88,1,Freight,37000.0,20.35,2823562.5,,True
2C2FAF0531939CCCF455FE6892094B88,1,Miscellaneous,0.2708,43500.0,11779.8,Awaiting charterers clearance to sail.,True
2C2FAF0531939CCCF455FE6892094B88,1,Bunkers,0.8,1244.0,995.2,Awaiting charterers clearance to sail.,False
2C2FAF0531939CCCF455FE6892094B88,1,Rebill:Charterer’s Expense,,4728.36,4728.36,Towage @ Amsterdam,False
2C2FAF0531939CCCF455FE6892094B88,1,Rebill:Charterer’s Expense,,4240.4,4240.4,Shifting Costs @ Amsterdam,False
2C2FAF0531939CCCF455FE6892094B88,1,Demurrage,22.991666666666667,43500.0,1000137.5,ERROR IN VMS - awaiting q88 to remove this line since we cannot edit - JT/CB,False
2C2FAF0531939CCCF455FE6892094B88,1,Demurrage,22.60625287,43500.0,983371.999845,Revised demurrage agreement,True
6EAD201794202713C9A8C48FD7648442,1,Freight,,1850000.0,1850000.0,LS 1:1 Lake Charles / Acajutla,True
6EAD201794202713C9A8C48FD7648442,1,Demurrage,4.1784722,33000.0,137889.5826,Demurrage + Time at Interim Ports + PC waiting time,True
6EAD201794202713C9A8C48FD7648442,1,Miscellaneous,4.8625,33000.0,160462.5,Deviation - time ,True
6EAD201794202713C9A8C48FD7648442,1,Miscellaneous,45.3,689.15,31218.494999999995,Deviation/Interim Port - VLSFO,True
6EAD201794202713C9A8C48FD7648442,1,Miscellaneous,1.2,854.15,1024.98,Deviation/Interim Port - LSMGO,True
6EAD201794202713C9A8C48FD7648442,1,Rebill:Miscellaneous,,66327.19,66327.19,San Jose - Interim port expense,False
6EAD201794202713C9A8C48FD7648442,1,Rebill:Miscellaneous,,34494.09,34494.09,Corinto - Interim port expense,False
6EAD201794202713C9A8C48FD7648442,1,Rebill:Miscellaneous,,24245.17,24245.17,San Lorenzo - Interim Port expense,False
6EAD201794202713C9A8C48FD7648442,1,Rebill:Miscellaneous,,36000.0,36000.0,PC Auction Fee $56K less 50% PC Prebooking Fee $20K,False
6EAD201794202713C9A8C48FD7648442,1,Rebill:Miscellaneous,,5795.61,5795.61,Variable FW Surcharge at Panama Canal,False
778319AADA94E94E0ECAA23DD64380AD,1,Freight,,2800000.0,2800000.0,,True
778319AADA94E94E0ECAA23DD64380AD,1,Interim Freight,2.55,27500.0,70125.0,Interim Port - Rotterdam,True
778319AADA94E94E0ECAA23DD64380AD,1,Bunkers,27.9,695.0,19390.5,Bunkers for interim time,False
778319AADA94E94E0ECAA23DD64380AD,1,Demurrage,3.164583333333333,27500.0,87026.04166666666,,True
63E20B13FC206771CCE1EFE1C69F791A,1,Freight,,800000.0,800000.0,Freight 1:1 Houston/St. Croix,True
63E20B13FC206771CCE1EFE1C69F791A,1,Freight,,135000.0,135000.0,LS St. Croix fb Bahamas (Addendum Jan 5),True
63E20B13FC206771CCE1EFE1C69F791A,1,Demurrage,3.3201389,35000.0,116204.8615,Demurrage,True
31FB8EB60A97A28B5691F6DFD277E663,1,Freight,130000.0,38.15,4091587.5,,True
31FB8EB60A97A28B5691F6DFD277E663,1,Demurrage,1.5,40000.0,60000.0,,True
31FB8EB60A97A28B5691F6DFD277E663,1,Overage,20216.713,38.15,318147.885391875,,True
31FB8EB60A97A28B5691F6DFD277E663,1,Rebill:Guards,,19885.0,19885.0,Guards Charterers acc,False
31FB8EB60A97A28B5691F6DFD277E663,1,Rebill:Insurance,,2947.0,2947.0,AWRP,False
B6FC1EB1415A5977E8A0539EA6EDCE2C,1,Freight,130000.0,18.49,2043145.0,,True
B6FC1EB1415A5977E8A0539EA6EDCE2C,1,Rebill:Guards,,45000.0,45000.0,cost for guards for charterers account,False
B6FC1EB1415A5977E8A0539EA6EDCE2C,1,Rebill:Insurance,,4587.89,4587.89,AWRP for Charterers account,False
B6FC1EB1415A5977E8A0539EA6EDCE2C,1,Demurrage,15.781944444444445,30000.0,473458.3333333334,,True
85755803907BC4DC3AF4A358CC255FB2,1,Freight,,735000.0,735000.0,Lumpsum Freight 1:1,True
85755803907BC4DC3AF4A358CC255FB2,1,Demurrage,1.4444444,21500.0,31055.554600000003,Demurrage,True
85755803907BC4DC3AF4A358CC255FB2,1,Bunkers,9.4,977.77,9191.038,Speed up to Las Minas - VLSFO,False
A32D72FE477DF8D77EF06D6E783ECDCD,1,Freight,,5900000.0,5900000.0,Lps 4:1,True
A32D72FE477DF8D77EF06D6E783ECDCD,1,Demurrage,26.0,50000.0,1300000.0,,True
A32D72FE477DF8D77EF06D6E783ECDCD,1,Rebill:ETS,,120072.09436,120072.09436,,False
A32D72FE477DF8D77EF06D6E783ECDCD,1,Rebill:Charterer’s Expense,,21483.03,21483.03,Panjang Port expenses,False
A32D72FE477DF8D77EF06D6E783ECDCD,1,Rebill:Charterer’s Expense,,2626.59,2626.59,Wharfage Lahad Datu,False
A32D72FE477DF8D77EF06D6E783ECDCD,1,Freight,,70000.0,70000.0,Bss 4/2 minus 30k STS,True
D68C5D97C4393EA91097461A1D43E1D3,1,Freight,55000.0,16.06,1015794.9999999998,,True
D68C5D97C4393EA91097461A1D43E1D3,1,Differential,,30985.57,30985.57,Rotterdam diff,True
D68C5D97C4393EA91097461A1D43E1D3,1,Miscellaneous,1.283,23000.0,29508.999999999996,TS waiting time,True
D68C5D97C4393EA91097461A1D43E1D3,1,Bunkers,4.78,261.0,1247.5800000000002,TS bunker HS,False
D68C5D97C4393EA91097461A1D43E1D3,1,Bunkers,1.7,530.0,901.0,TS bunker MGO,False
D68C5D97C4393EA91097461A1D43E1D3,1,Demurrage,0.0,23000.0,0.0,,True
357FADABD94E699811A9C695CDF177DA,1,Freight,40000.0,76.0,3040000.0,,True
357FADABD94E699811A9C695CDF177DA,1,Overage,5000.0,38.0,190000.0,Overage inserted,True
357FADABD94E699811A9C695CDF177DA,1,Miscellaneous,,-213750.0,-213750.0,Charterers declare 500 mtph discharge rate as per CP,True
357FADABD94E699811A9C695CDF177DA,1,Demurrage,6.25625,38000.0,237737.5,,True
F48EE7F56B8D58444254678CE3DC047E,1,Hire,7.29,90000.0,656100.0,1st Hire - From 03 Dec at 1748 to 11 Dec at 00:48 LT,True
F48EE7F56B8D58444254678CE3DC047E,1,Bunkers,85.4,1024.0,87449.6, 1st Operation - MGO cons.,False
F48EE7F56B8D58444254678CE3DC047E,1,Hire,25.3625,90000.0,2282625.0,2nd Hire - From 11 Dec at 00:48 LT to 05 Jan 2023 at 09:30 LT,True
F48EE7F56B8D58444254678CE3DC047E,1,Bunkers,142.8,1024.0,146227.2,2nd Operation - MGO cons,False
F48EE7F56B8D58444254678CE3DC047E,1,Bunkers,140.5,748.0,105094.0,2nd Operation - VLSFO cons while drifting,False
F48EE7F56B8D58444254678CE3DC047E,1,Hire,10.49,90000.0,944100.0,3rd Hire - From 05 Jan 2023 at 09:30 LT to 15 Jan at 21:18 LT,True
F48EE7F56B8D58444254678CE3DC047E,1,Bunkers,117.9,1024.0,120729.6,3rd Operation - MGO cons,False
F48EE7F56B8D58444254678CE3DC047E,1,Bunkers,37.8,748.0,28274.399999999998,3rd Operation - VLSFO cons while drifting,False
F48EE7F56B8D58444254678CE3DC047E,1,Hire,10.824166666666663,90000.0,974174.9999999997,4th Hire (last) - From 15 Jan at 21:18 LT. to 26 Jan at 17:06 LT. ,True
F48EE7F56B8D58444254678CE3DC047E,1,Bunkers,126.7,1024.0,129740.8,4th Operation ( last) - MGO cons,False
ECEAA6601C9BB195CB5FC2E985516427,1,Freight,37000.0,23.69,1227142.0,,True
ECEAA6601C9BB195CB5FC2E985516427,1,Freight,,357617.92,357617.92,"Interim Port Freeport (Deviation time: 10,214476 days*USD 17,500 + Interm port time: 10,220833 day*UDS 17,500)",True
ECEAA6601C9BB195CB5FC2E985516427,1,Bunkers,,141494.74,141494.74,"Deviation bunkers (VLSFO: 185,38 mts*USD 470 pmt) + (LSMGO: 49,84 mts*USD 684 pmt ) ",False
ECEAA6601C9BB195CB5FC2E985516427,1,Demurrage,13.200000000000003,17500.0,231000.00000000006,,True
ECEAA6601C9BB195CB5FC2E985516427,1,Rebill:Charterer’s Expense,,1352.53,1352.53,Panama,False
ECEAA6601C9BB195CB5FC2E985516427,1,Rebill:Charterer’s Expense,,32724.26,32724.26,La Libertad Port costs,False
ECEAA6601C9BB195CB5FC2E985516427,1,Rebill:Charterer’s Expense,,13784.94,13784.94,Port costs Esmeraldas,False
067E05FA0E2E12828B67FF18DC808404,1,Freight,38000.0,20.26,1308796.0000000002,WS Freight -  P. Arthur/Quebec/Montreal -  No Overage,True
067E05FA0E2E12828B67FF18DC808404,1,Differential,39634.681,0.22,8719.62982,Beaumont - Fixed Diff - $0.22/MT on cargo loaded,True
067E05FA0E2E12828B67FF18DC808404,1,Demurrage,2.9590278,30000.0,88770.834,Demurrage,True
067E05FA0E2E12828B67FF18DC808404,1,Rebill:Charterer’s Expense,,8735.48,8735.48,P. Arthur - Sabine/Neches Waterway User Fee - WSHTC,False
067E05FA0E2E12828B67FF18DC808404,1,Rebill:Charterer’s Expense,,7689.25,7689.25,MNSF dues and dockage Quebec - WSHTC,False
067E05FA0E2E12828B67FF18DC808404,1,Rebill:Charterer’s Expense,,8350.9,8350.9,Montreal - MNSF & dockage - WSHTC,False
2DA0080E56ACACE72C0FC03F4C81C08F,1,Freight,140000.0,30.2,3065300.0,,True
2DA0080E56ACACE72C0FC03F4C81C08F,1,Differential,,802246.23,802246.23,Suez Fixed Differential,True
2DA0080E56ACACE72C0FC03F4C81C08F,1,Overage,3448.38,30.2,37751.14005,,True
